TestID,Summary
FR_20091112_RATP_SCD_0894,"Un client a appelé pour résilier sa carte Navigo Intégrale, l'agent l'a guidé à travers le processus et a résolu son problème."
FR_20091112_RATP_SCD_0746,"Un client frustré par la grève du RER B demande des informations et un éventuel remboursement, mais l'agent ne peut fournir de détails précis."
FR_20091112_RATP_SCD_0804,"Le client se renseigne sur l'horaire du dernier bus 64 de Porte de Vincennes à Place d'Italie, l'agent confirme qu'il part à 00h36."
FR_20091112_RATP_SCD_0824,Un client confus sur l'interconnexion du RER B pour se rendre à Drancy est rassuré qu'il peut voyager directement depuis Bourg-la-Reine.
FR_20091112_RATP_SCD_0510,Une utilisatrice du RER B exprime son mécontentement face aux retards causés par les grèves et le manque d'informations. L'agent n'apporte pas de solution satisfaisante.
FR_20091112_RATP_SCD_0898,Un agent de la station Saint-Paul signale une carte Imagine+R défectueuse. L'agent du centre d'appel confirme l'échange possible selon la procédure pour passe détérioré.
FR_20091112_RATP_SCD_0831,"Un client signale des problèmes d'horaires sur la ligne de bus 267, affectant les usagers. Malgré des tentatives, le problème reste non résolu."
FR_20091112_RATP_SCD_0773,Une cliente confondue par une amende majorée malgré un paiement initial contacte un centre d'appel pour clarification et exprime sa frustration sur un rappel manqué.
FR_20091112_RATP_SCD_0880,"Un client a demandé des informations sur le trajet en bus de la Gare Saint-Lazare à la Gare de l'Est à Paris, l'agent a fourni les détails nécessaires."
FR_20091112_RATP_SCD_0751,"Un client demande des informations sur la ligne de métro desservant la station Bourse et les connexions avec d'autres lignes, l'agent répond à ses questions."
FR_20091112_RATP_SCD_0866,Un client s'est renseigné sur les zones des cartes Orange Découverte à Paris. L'agent a expliqué le système de zones et confirmé la mobilité.
FR_20091112_RATP_SCD_0987,Une étudiante a appelé pour des informations sur le rechargement de son passe Navigo. L'agent a expliqué le processus et résolu son problème.
FR_20091112_RATP_SCD_0348,"Un client a perdu un porte-document dans un autobus; malgré les recherches de l'agent, l'objet n'a pas été retrouvé. Le problème reste non résolu."
