TestID,Summary
test_22,"Person1 politely informs Person2 that their steak is overcooked and tough, and requests a replacement. Person2 agrees to bring a new steak, but warns of a short wait. Person1 thanks Person2."
test_23,"Person 2 receives the news that their novel has won The Nobel Prize and expresses disbelief and gratitude, while Person 1 congratulates them and suggests celebrating."
test_24,Person2 has a master's degree in science and experience in understanding mechanical strength and corrosion resistance of materials.
test_25,"Person 1 and Person 2 discuss their drinking habits and preferences, with Person 2 being a heavier drinker and Person 1 being a lighter drinker. They also discuss the cost of drinking and suggest going out together."
test_26,Person 1 asks Person 2 for help preparing for a picnic. They discuss the weather and food options. Person 2 declines help from Person 1's son.
test_27,Person1 and Person2 meet to discuss a new account. They briefly discuss their holidays and preferences for vacation destinations.
test_28,"Person1 is frustrated with the ATM and wants to withdraw money, but ends up accidentally donating to a charity and gets trapped inside the bank."
test_29,Person2 believes that sincerity is the key to effective communication with colleagues.
test_30,"Person 2 wants a break from their job and asks Person 1 to buy them a drink, but Person 1 can't because their boss is in the shop."
test_31,Francis and Monica discuss their availability to work on a financial report and agree to meet on Friday afternoon.
test_32,"In summary, important considerations for an interview include dressing appropriately, having a positive attitude, asking questions, and being honest."
test_33,"Person 1 wants Person 2 to portray more anger in a scene, but Person 2 thinks the character would also feel sadness."
test_34,"Person 1 visits Person 2 to say hello and offers to run errands for them, but they decline."
test_35,Person 1 is concerned about Person 2's tiredness and suggests they go home early. They also discuss Person 2's busy brother.
test_36,"Person1 tries to convince Person2 to join a peaceful demonstration against nuclear weapons, but Person2 refuses and suggests asking others."
test_37,"Person 1 blames Person 2 for letting someone in, while Person 2 defends themselves by explaining the common trust in utility workers."
test_38,Person1 asks Person2 to borrow their history notes because they work late and struggle to stay awake in class. Person2 suggests they become study partners.
test_39,"Person 2 asks Professor Turner if they can enroll in his Advanced Geology course, despite being a junior. Professor Turner agrees to consider it."
test_40,"Person 1 bought a pendant from Person 2's shop, but it broke. Person 2 agrees to replace it if Person 1 brings the receipt to the shop by 10 o'clock."
test_41,"Person 1 and Person 2 argue about clothes and a sports game, with Person 1 planning to return clothes during the Boxing Day sales."
test_42,"Person 2 is interested in working in the media, specifically in interactive media involving computers."
test_43,Person 2 is bored at an event with boring speeches and wants to find something to entertain themselves.
test_44,"Person 1 suggests buying a house far from the city center to save money, citing a satisfied couple who did the same."
test_45,"Mark Leach is an information officer at the Britain Business Center in London, providing tourist information to visitors from overseas."
test_46,"Lin Fang and Lucy discuss their favorite subjects. Lin Fang likes English and PE, while Lucy prefers Chinese and science. Nancy dislikes science."
test_47,"Person1 finished cleaning the yard, swept the steps, and took out the garbage. They will also walk Person2's dog."
test_48,"Person1 believes that spring has arrived, but Person2 points out that it is still cold at night. Person1 mentions that their apartment is freezing and they have to use the air conditioner to warm it up. Person2 agrees and suggests sitting in the sun like their cats."
test_49,"Person 1 wants Person 2 to portray more anger in a scene, but Person 2 disagrees and suggests a different approach."
test_50,"Person1 takes a taxi to the Friendship Hotel and asks the driver to go faster. The fare is 15 yuan, but Person1 gives 20 yuan."
test_51,"Person 1 is broke and needs money for the bus, but spent it on chips. Person 2 suggests getting a free transfer from the bus driver."
test_52,"The downtown is a 15-minute drive away. The neighborhood has companies like Mitsubishi, HP, and IBM. The company occupies the 6th and 7th floors and has a staff restaurant."
test_53,"Lulu and Vic broke up and Lulu has requested a transfer, surprising their colleagues who were unaware of their relationship."
test_54,"Dave Thomson called Sally to speak to Jim, but Jim was not available as he had gone out to get paint and might have stopped at the pub. Dave asked Sally to pass on the message and said he would try again later."
test_55,"Person 2 gives directions to Person 1 on how to get to City Hall, which involves turning left, walking three blocks, turning right, and walking two more blocks."
test_56,"Person 1 asks Person 2 if they have seen a lost passport, but it hasn't been found. Person 2 suggests filling out a lost property report and contacting the embassy for a new passport."
test_57,"Ms. Collins will not be able to call back until next week, so an appointment with Ms. Fonda is scheduled for 11:30 today."
test_58,Person 1 is surprised and concerned that Sarah wants to marry Dick despite his reputation with other women. Person 2 agrees but mentions that Sarah doesn't mind as long as he loves her.
test_59,Person 2 is hesitant to approach a girl at the party but is encouraged by Person 1 to take a chance.
test_60,Person2 enjoyed their poli-sci class but considers a business communication class from last year as their favorite. Person1 is interested in taking it.
test_61,"Person 1 and Person 2 discuss the weather, mentioning rain, storms, and the changing seasons in Beijing."
test_62,"Person 1 suggests going to the movies, but Person 2 is not interested in horror, detective, comedy, or romance films. Person 2 suggests a war movie, surprising Person 1."
test_63,Person 1 asks Person 2 to show them around the school. Person 2 explains the different buildings and facilities in the school. Person 1 expresses envy and hopes to attend the school one day. Person 2 encourages them to pursue their dream.
test_64,"Person1 tells Person2 that they are going to be a father, and Person2 is excited and happy about the news."
test_65,"John and the girl are dating frequently, suggesting a potential romantic connection between them."
test_66,"Person 1 suggests upgrading the system with a painting program and hardware upgrades including a faster processor, more memory, and a CD-ROM drive. Person 2 is interested."
test_67,Person 1 picks up Person 2 from the airport and they have a conversation about their backgrounds and languages spoken.
test_68,Person 1 expresses concern about weight gain and lack of exercise. Person 2 suggests dieting and exercising more. Person 1 considers joining an exercise class.
test_69,"Person1 informs Person2 that the dining rooms are not available, but offers a table by the window in the dining hall. Person2 declines and mentions having a reservation. Person1 asks for the name and will guide them to their table."
test_70,"The plant covers 75,000 square meters and was set up in the early 70s. It has 500 employees working in three shifts."
test_71,Rebecca started her career as an intern at the York Herald before becoming a junior local news reporter. She later moved to London to work for the London Weekly.
test_72,"Person 1 needs to buy stationery for making posters for a group report, while Person 2 suggests making a shopping list to save time."
test_73,"Person 1 suggests Person 2 to apply for a job on the internet, explaining the convenience and popularity. Person 2 decides to give it a try."
test_74,Person2 is working on creating a shopping budget to limit their spending to $300 a month and save money for bills.
test_75,Person2 is going to the hospital to visit Susan. Person1 informs Person2 that a number 13 bus can also be taken instead of a number 7 bus.
test_76,Person 1 wants to discuss sales projections but is having trouble with a spreadsheet. Person 2 suggests meeting next week to explain.
test_77,"Person2 suggests using the 'A friend in New York' service, which provides personalized tour guides based on a questionnaire."
test_78,"Person2 knows that the company is one of the largest in the field, produces toys, has over 10,000 employees, and the president is Mr. Jackson."
test_79,"Person 1 wants to sign the agreement, but Person 2 says it will be ready tomorrow. Person 1 asks if it can be done today, and Person 2 gives them a draft to review. Person 1 agrees with the content and Person 2 will finalize it for signatures."
test_80,"Person 1 called ABC Rent-a-car Company to report a car accident near the border, with one person seriously injured."
test_81,"Person 1 asks for directions to the school clinic and Person 2 gives instructions to go straight, turn left at the traffic lights, and then right."
test_82,Person 2 complains about the noise in their room and requests to change rooms. Person 1 apologizes and offers to change the room the next day when there are available options. Person 2 agrees and hopes for a quiet room.
test_83,Person 1 offers Person 2 a car and asks about their flight. Person 2 is tired but excited to stay at a comfortable hotel and attend a banquet.
test_84,Person1 is lost and asks Person2 for directions. Person2 helps them locate their position on the map and informs them they are close to the Olympic Park. Person1 mentions their bad sense of direction and reveals they need to go to Liu Ichang. Person2 informs them it is far away and advises them to take Bus No. 713.
test_85,Person 2's computer is not working properly and they have asked for help from Mr. Li but he couldn't solve the problem. Person 1 suggests calling repairmen.
test_86,Person 2 is looking for a gift for their mother's birthday and settles on buying a gold watch.
test_87,"Person 1 and Person 2 discuss the details of a presentation, including the date, time, equipment, and number of attendees."
test_88,"In Russia, everything happens quickly, while in Canada, people are more relaxed. The government in Canada uses technology to improve businesses."
test_89,Person2 is considering going on a vacation to the Caribbean despite the potential for bad weather and recent storm damage.
test_90,"Person 1 asks if there is fruit for the picnic, Person 2 says there are bananas but no oranges, and they decide to take grapes."
test_91,Person 1 inquires about the cost of renting an economy car. Person 2 responds with prices and asks for a driver's license.
test_92,"Person 1 and Person 2 have differing opinions on smiling, with Person 1 being fed up with unnecessary smiles and Person 2 wanting more smiles."
test_93,"Sales for last year were record-breaking, with a growth of 120% and a capture of 8% of the market. The company is now profitable again."
test_94,"Person 2 lost their backpack with their wallet inside, but luckily their ID was not lost. They left it in a taxi and don't have the driver's contact information. Person 1 lends them money and offers to drive them home."
test_95,"In China, tipping is not customary except for a service charge added to bills at hotels and some restaurants."
test_96,"Person 2 is happy because they made a move on their roommate, who is described as thin, tall, with brown hair and glasses."
test_97,Person1 wants to pay their bill. Person2 asks for their name and room number. Person1 provides the information and says they haven't used any hotel services. Person2 calculates the total amount owed and confirms that credit card payment is accepted.
test_98,"Carol received a call from Susan asking about the party, which is tomorrow night at 8:30 at Jill's House. Susan can bring a dessert if she wants."
test_99,"Person 1 tries to recognize Person 2, but Person 2 denies working at various places mentioned."
test_100,"Person1 is skeptical about Trump being re-elected, while Person2 is a strong supporter and has faith in him. Person1 plans to vote for Biden."
test_101,"Person 1 is unsure how to use the ATM, but Person 2 offers to help and explains the steps."
test_102,"Susan asks John if he knows where the memo about office procedures is, but John doesn't know."
test_103,Person1 invites Lily to a picnic by the river and tells her to wear comfortable clothes while they bring everything else.
test_104,"Person 1 and Person 2 discuss their experiences dining at a Chinese table, including the use of chopsticks and table etiquette."
test_105,Person1 and Person2 discuss their love for movies and their preferred genres. Person2 mentions renting movies from a local movie rental store. Person1 considers signing up for a membership.
test_106,"Person 2 considered joining the Green Party due to their concern for the environment, but didn't have enough time. Person 1 believes smaller groups can influence larger parties, while Person 2 thinks media coverage should make people more politically aware."
test_107,Mr. Wilson apologizes for the mistakes in goods and promises to take responsibility. They will exchange faulty merchandise and improve packaging.
test_108,Person2 witnessed a robbery where a masked man entered the bank alone with a gun. They agree to go to the police station for further questioning.
test_109,"Summary: Parents are going out for a date night, starting a new tradition of going out for dinner once a week."
test_110,"Person1 tells Person2 about their New Year's resolution to go on a diet and cut out junk food, but later asks for chips."
test_111,"Person 2 wants to register for a class that is already full, but Person 1 gives them a special code for Comp Lit students to get in."
test_112,"Person 1 asks Person 2 for the time, they discuss the heavy rain, and Person 2 offers to share their umbrella. They discover they are both going to the Garden Hotel and decide to walk together."
test_113,"Person2 got rid of their old car and bought a new, expensive and fast one that impresses Person1."
test_114,"A big fire broke out at around 10 o'clock at night, as someone heard cries for help."
test_115,"Person 2 wants to pay but is short 5 yuan. They ask if they can pay 900 yuan instead, but are told it's against store rules. They then pay with a credit card."
test_116,Person 2 wants to get their car washed and Person 1 explains the details of the regular car wash package.
test_117,Person2 is unsure about where to spend their holidays and whether to travel by sea or air. They have concerns about logistics.
test_118,Person 1 meets Person 2 at the gym and learns about the importance of warming up and using a training card to track progress on the machines.
test_119,Person 1 and Person 2 discuss their job situations and consider applying for an electrician program together.
test_120,"Person 1 reminds Person 2 to feed and bathe the puppies, and reminds them of a vet appointment on Saturday at 11 am."
test_121,"Person 1 asks Person 2 for a loan of $200, but Person 2 can only spare $20. They agree to have dinner together."
test_122,"Person2 worked in a charity organization for 2 months and learned about love, sympathy, equality, and gained a broader perspective."
test_123,Person2 asks Person1 to contact them via phone or email and requests a decision timeline of one week. Person2 expresses gratitude and ends the conversation.
test_124,"Person 1 asks for a recommendation for Chinese wine, and Person 2 suggests trying Moutan along with typical Chinese dishes like Roast Beijing Duck."
test_125,Person1 called Person2 to remind them about a wedding next week and asked them to invite Megan as well. They will all drive together.
test_126,"Person 1 and Person 2 discuss their dessert choices, with Person 2 trying Greek yogurt and Person 1 trying tiramisu. They exchange bites and decide to try fried bananas next."
test_127,"Mr. Smith attended Yale University and studied Economics. He is currently twenty-seven years old and has worked in a bank for the past five years, earning $500 per week."
test_128,"Person1 is looking for a gift for their niece and Person2 suggests a digital Barbie doll, which Person1 decides to buy."
test_129,"Person 2 wants a pair of Jordan sport shoes in size 41 and asks for a discount, but Person 1 says it's already on sale."
test_130,Person 1 is lost and needs help finding the science museum. Person 2 gives directions on how to get there.
test_131,"Retired person discusses spending time with family, traveling, and participating in a phased retirement scheme for project work."
test_132,"Person 1 and Person 2 have a conversation about their preferences in women, with Person 1 advocating for more modern views."
test_133,"There was a heavy storm last night with strong winds and broken windows, but luckily no damage to homes."
test_134,"Person 1 wants Person 2 to watch TV with them, but Person 2 finds it boring and prefers to do other activities together, like playing music."
test_135,"Person 1 reassures Person 2 about starting school, and they discuss the schedule, including class times and breaks."
test_136,"Adam's knee is feeling better, but he is advised to take it easy and rest. Person 1 has game films of Michigan for Adam to watch."
test_137,"Person 1 asks Person 2 to print a copy for them as their printer is broken, and Person 2 offers to edit it as well."
test_138,"Person1 asks Person2 for help in putting up a curtain, and Person2 offers to hold the ladder while Person1 does it."
test_139,Person 1 asks Person 2 to check their calendar for a weekend camping trip. Person 2 suggests the weekend after next.
test_140,"Person 2 apologizes for not contacting Person 1 due to being called to fight forest fires. Person 1 reveals they are pregnant, but Person 2 questions the paternity."
test_141,Person 1 advises Person 2 to let their daughter make her own decisions and not influence her choices.
test_142,Person 1 is worried about losing their job and the financial implications. Person 2 offers support and suggests practical solutions.
test_143,Person2's friend from the UK is visiting and will give a speech at Person2's lab on multimodal text generation.
test_144,"Person2 declines an invitation to go to John's house, stating they are feeling sick and need to rest."
test_145,Mr. Faber booked a double room at York Hotel for 3 nights starting on July 20th for $130 per night including breakfast.
test_146,"Person 1 is looking for a cheap single room in West Derby, but is told there are mostly larger houses available. They are given a contact in South Derby to explore other options."
test_147,"Person 1 and Person 2 argue about who is to blame for their current situation, each blaming the other for different decisions made."
test_148,The order of 100 computers has been delayed by 2 days and will now be delivered on the eighteenth.
test_149,"The Washington Post was founded in December 1877, making it younger than both the New York Times and the Los Angeles Times."
test_150,"Person 2 is having trouble sending an email due to a large attachment, but it is not a virus issue. Person 1 suggests sending a compressed attachment instead."
test_151,"Person2 had a marvelous weekend and thanked Person1 for the invitation, hoping to stay again in the future."
test_152,"Person1 and Person2 discuss getting food, with Person1 deciding to get Chinese food from Panda Express."
test_153,Person1 informs Person2 that they have decided to offer the sales position to someone else due to their experience. Person2 asks for reconsideration.
test_154,Person 1 receives multiple silent calls and threatens to report the caller to the police if they continue.
test_155,"Person 2 wants to be a music teacher because they have always loved music and have a bachelor and master degree in music and art. They enjoy listening to various types of music, but classical music is their favorite. They believe that classical music is good for the brain and can help reduce stress. The interview ends with Person 1 suggesting that Person 2 explore different classical music recordings online."
test_156,Person 2 is excited about meeting their American neighbor and plans to ask her out on a dinner date.
test_157,"Mirella has been dressing casually at work after being influenced by the relaxed atmosphere in Silicon Valley, but management gave her new dresses to indicate that her style is not acceptable."
test_158,Person2 is starting their own law office and Person1 offers to help. Person1 wishes Person2 success and good luck.
test_159,"Person1 was online all night, not playing games but listening to music, and now needs to rest."
test_160,"Ships and boats are no longer as important in transportation due to the expansion of railways, highways, and airplanes. However, they still play a significant role in transoceanic cargo transportation."
test_161,"Person2 had a bad dream about being chased by ghosts in a graveyard, but was comforted by their mother with cookies and milk. They are also worried about getting into the University of Michigan."
test_162,"Person1 and Person2 are excited about starting a band together and are considering playing Vanilla Ice songs, but Person2 is not familiar with his music."
test_163,"Person2 is enjoying their trip to New Orleans and is open to doing something tonight. They have already been to jazz clubs and taken riverboat tours, so they suggest going to the theater. Person1 suggests a show at the Sanger Theater and Person2 agrees to make a reservation."
test_164,"Person1 finds a good fit, decides to buy it, pays with a credit card, signs the receipt, and leaves the store."
test_165,Person 2 informs Person 1 that they cannot drop off the training manuals today as they are being copied and will be available tomorrow before 1 o'clock.
test_166,Person2 is going on a four-day road trip to Salt Lake City to celebrate their brother's fortieth birthday.
test_167,Person1 asks Person2 to take care of Pamela while they are away and expresses gratitude for their friendship.
test_168,Person1 asks Person2 for directions to the busiest street in the city. Person2 suggests walking or taking bus No. 12.
test_169,"Summary: Muslims go on a pilgrimage to Mecca called haj, which is the spiritual center of their faith. Accidents often occur due to the large number of pilgrims. Pilgrimages are also common in other religions, such as Christians going to Canterbury or the Vatican. Lourdes in France is known for healing, but it is believed that faith and mindset play a role rather than the place itself being magical."
test_170,"Person 1 asks for directions to the central department stall and the national bank, and Person 2 provides directions."
test_171,"Person 1 suggests going to London and prefers to take the train, while Person 2 prefers to go by car."
test_172,"Summary: Person 2 complains about the crowded and undercooked food at a fast food restaurant, while Person 1 prefers to bring lunch from home due to health concerns. Person 1 also mentions that two-thirds of Americans avoid fast food."
test_173,"Person 2 orders a glass of lemonade and barbeque wings as an appetizer, then later orders baby-back ribs."
test_174,"Person2 orders a double cheeseburger with everything on it, large curly fries, and a medium Pepsi. The total is $5.48."
test_175,"Person 1 and Person 2 discuss breakfast options, with Person 2 wanting sunny side up eggs but Person 1 making fried eggs instead."
test_176,"Person 2 asks Person 1 if they know where the Grand Hotel is, and Person 1 initially doesn't know but then remembers its location."
test_177,"Person 1 asks Person 2 for a picture to show their children an American policeman, and Person 2 agrees."
test_178,"Person 2 asks if there is a vacant room for tomorrow, but Person 1 says the hotel is full. Person 1 suggests trying the Sunset Hotel nearby."
test_179,"Summary: Person 2 has applied for a visa to study in the United States, and has faced challenges with the application process and gathering necessary documents. They believe that many people have their applications rejected due to incomplete forms or missing documents. The embassy is strict about these requirements. Person 2 also mentions that Chinese people may face stricter scrutiny due to some individuals breaking visa rules."
test_180,"Person 1 is tired and doesn't want to see Person 2 again, despite Person 2 wanting another chance to meet."
test_181,"Online shopping is convenient, time-saving, and offers lower prices. Opening an online bank account allows for easy payment. There is a wide variety of products available online."
test_182,"Person 2 is not familiar with American-styled accounting and lists the fundamental concepts of accounting as accounting entity, going concern, measuring unit, accounting period, and objectivity."
test_183,"Person 1 invites Person 2 to go to Xi'an in July for a week, costing 2000 yuan. Person 2 is interested."
test_184,"Person 2 wants to rent movies, doesn't have a membership card, learns about rental prices and return policies, and pays $7.50."
test_185,"Person 1 is looking for Mr. Lee and hands over a parcel, while Person 2 asks them to wait as they have something to express."
test_186,The airport is closed and flights won't resume until tomorrow morning. Passengers will be provided rooms in the airport hotel.
test_187,"Person 1 wants to repay Person 2 for helping with their computer, but Person 2 insists on treating them instead. They agree to go Dutch and Person 1 will find the restaurant."
test_188,Person 2 is having trouble sleeping due to stress about grades. Person 1 suggests relaxation techniques and taking breaks. Person 2 considers listening to calming music.
test_189,"Person 1 wants to renovate their kitchen because it is outdated, while Person 2 questions the need to follow trends."
test_190,"Person 1 and Person 2 discuss their new teacher, Professor Wood, agreeing that he is brilliant but possibly absent-minded."
test_191,Person1 is concerned about their test results and wants to know if something is wrong. Person2 suggests scheduling an appointment to discuss further.
test_192,Martin is prepared for his exams and is grateful for the help he received from the students welfare club.
test_193,"Person 1 wants to mail a package to Korea and initially chooses first class, but then opts for a cheaper option."
test_194,Person1 lost their cellphone in the hotel room and realizes it is in the bakery where they had breakfast.
test_195,An American tourist from Los Angeles is enjoying the beauty of a city and will be staying for two more days.
test_196,"Person1 is excited for summer vacation and wants to relax, while Person2 is focused on taking a business class and gaining work experience."
test_197,"Person2 had a close encounter with a dog while trying to read a note, resulting in them knocking into a tree branch."
test_198,Person 2 has been with the company for 6 years and feels less enthusiastic now. They work longer hours but earn more. They have done management training courses and are ready for promotion. They don't travel much due to taking care of their mother.
test_199,"Person 1 wants to open a current account, provides necessary documents, fills in a form, and learns that current accounts don't earn interest."
test_200,Person1 is looking for a place to try authentic Chinese cuisine and Person2 recommends the Beijing roast duck at Quanjude restaurant.
test_201,Person2 agrees to Person1's price but expresses concern about slow delivery. Person1 contacts Auckland to expedite shipping. Agreement will be drafted and signed.
test_202,Person 1 apologizes for breaking a reading lamp and offers to pay for it. Person 2 asks for the room number and suggests filling out a form. Person 1 asks for a replacement.
test_203,"In the presentation, Person 1 discusses the goals set for the 2006 fiscal year marketing plan, including appealing to a younger consumer base and increasing distribution in overseas markets. They also compare sales data from 2005 and 2006, showing a significant improvement in sales performance in 2006."
test_204,"Person2 is planning to travel around Europe, starting in Paris, then going to Nice, Milan, and finally Edinburgh."
test_205,Person1 made a reservation for a mid-size vehicle but was informed that none were available. They settled for a compact car with insurance at a discounted rate.
test_206,"Person1 asks their mom if they can play card games, and after some negotiation, the mom allows them to play for five minutes."
test_207,"Person1 and Person2 have a conversation about coffee, upcoming meetings, and a new project manager starting next week."
test_208,"Person 2 is looking at a map of the world without countries marked, discussing geographical features and considering attending a geography class."
test_209,Person 2 checked in but needs to change rooms due to a strong smell of smoke in the non-smoking room. Receptionist apologizes and arranges a new room.
test_210,Person 1 warns Person 2 not to touch wet paint. Person 2 apologizes and mentions someone else's carelessness. They discuss the lack of a notice and the workmen's forgetfulness.
test_211,Person1 had a good time and asked for Person2's phone number to meet again in the future.
test_212,"Dick has been sick for two weeks after returning from Italy, but he is now better and can return to work."
test_213,"Person 1 expresses concern about Person 2's excessive overtime work, lack of fair pay, and suggests finding a better job."
test_214,Person2 just found out that her husband has been cheating on her for the past two months. She confronted him and gave him an ultimatum.
test_215,The doctor advised Person2 to clean up their diet by cutting red meat and Person1 suggested going on a diet.
test_216,"Person 1 insists on leaving, while Person 2 pleads for them to stay and be their lifelong companion."
test_217,"Person 1 asks Person 2 about how to use the library, including checking out books and the borrowing period. Person 2 provides the necessary information."
test_218,Person1 and Person2 are enjoying the nice weather and considering having lunch outside. They discuss the possibility of rain and plan a beach trip.
test_219,"Person 1 informs Person 2 about the no photography rule in the museum and confiscates their camera, promising to return it later. Person 2 asks about buying slides and postcards."
test_220,"Person 2 inquires about loan information, but decides against it due to their poor credit score."
test_221,"Monica's presentation at the meeting was successful and persuasive, impressing everyone and contributing to the company's success."
test_222,"Person 1 and Person 2 plan to go for a run together in the morning, with Person 2 offering to wake up Person 1."
test_223,Person1 called a Japanese restaurant to inquire about their menu and operating hours. The restaurant serves a variety of Japanese dishes and is open until 10 pm.
test_224,"Person 1 invites Person 2 to lunch on Thursday, and they agree to meet at 12:30."
test_225,"Person 1 needs help finding a restaurant for a date. Person 2 suggests their hotel restaurant, but Person 1 wants something different. Person 2 suggests the Gramercy Tavern, and is calling to reserve a table."
test_226,"Person 1 asks how much they should pay, and Person 2 calculates the total as $42.50. Person 1 gives $50 but is told no tips are accepted."
test_227,"Football is the most popular sport in both countries, with increasing interest in tennis and rugby. Golf is enjoyed by many, but is expensive."
test_228,"Person2 is making a flight reservation from Salt Lake City to Helsinki, opting for the cheaper flight at $980."
test_229,"Person1 is going to Florida to visit their grandmother who will take them to Disney World, which will be their first time there."
test_230,"Person2 expresses interest in visiting Australia, specifically to see the Great Barrier Reef and its incredible fish."
test_231,"Person1 and Person2 discuss their exercise habits, with Person2 going to the gym for both health and appearance reasons, while Person1 prefers walking and occasional cycling and swimming. Person1 is hesitant to join Person2 at the gym due to laziness."
test_232,Person2 was born in Chicago and moved to Los Angeles when they were fourteen. They then went to Europe and lived in Munich for almost two years.
test_233,Person 2 thinks Person 1's new suit is not a good bargain.
test_234,"The mountain lake cycle tour is a non-competitive event for fitness and fun, with an estimated time of 7-9 hours."
test_235,Person 1 offers Person 2 a drink and suggests an aperitif. Person 2 chooses a Compari and later tries a Singer.
test_236,"Person1 offers to pay for lunch, Person2 agrees. Person1 mentions going bungee jumping, Person2 is hesitant."
test_237,"Person1 asked Person2 for help with an internet search on World War Two, specifically the Normandy Landing. Person2 suggested using Google and provided a recommended website. Person1 thanked Person2 and mentioned the possibility of going to the library for more detailed information."
test_238,"Person1 offers to help Person2, who is new to the gym. Person1 explains how to use a specific machine and gives advice on weightlifting and stretching."
test_239,"Person1 asks Person2 where they can park, specifically on campus. Person2 informs Person1 that there is a parking structure for students on the western side of the campus. Person1 asks if it is full, and Person2 says they are not sure."
test_240,"Person 1 asks Person 2 about deductions on their paycheck, including FICA, SUI Y tax, Medicare, and health insurance. Person 2 explains each deduction."
test_241,Person1 wants to buy a snack from a vending machine but is having trouble with the money slot. Person2 gives some tips and warns about the machine's reliability.
test_242,Person2 is going to meet their girlfriend in Thailand for the first time after knowing each other online for a few months.
test_243,"Person1 has recently bought new furniture and redecorated their living room, including new curtains and a new rug from China."
test_244,"Person 1 is resistant to the exercise schedule given by Person 2, but is told they will learn to dance."
test_245,"Person1 is considering enrolling in a science course and seeks advice from Person2, who recommends an introductory course for non-science majors."
test_246,Tim chose to talk about his project on leading a greener life because he wanted to take action and make a difference in his own life and involve his family. He found it easy to gather information and has made changes like riding his bike to school and suggesting electronic submission of work. He also believes that the school cafeteria should adopt practices like meatless Mondays and eliminating bottled drinks.
test_247,Person 1 is feeling tired and overwhelmed due to the increased workload and stress of working in the toy department during the busy Christmas season.
test_248,"Person1 offers Person2 some cake, but Person2 declines due to being on a diet to avoid allergies. Person1 suggests getting a salad and later soup from a restaurant."
test_249,Person 2 is looking for summer clothes and Person 1 informs them about a sale of 20% off on all summer apparel. Person 2 finds a T-shirt and asks for help finding a skirt to go with it. They find one they like and purchase it for 160 yuan.
test_250,Person1 arrived to pick up their tickets but was informed that their reservation had been cancelled due to lack of reconfirmation. They requested another ticket.
test_251,"On Easter, Person2's family attends church together and then has a potluck lunch. The children are asked to wait inside while the adults hide something."
test_252,"Person 1 expresses concern about their son's bad habits of saying hurtful words. Person 2 advises patience, affection, and guiding the child gently, while avoiding punishment."
test_253,"Person1's friends Julie and Alex are getting married, and the best man is organizing a bachelor party with wacky and crazy activities. Person2 is concerned about strip clubs. Person2's friend Wendy is also getting married, and Person2 is organizing her bachelorette party."
test_254,Person 1 helps Person 2 find their ballot and gives them instructions on how to vote.
test_255,"The conversation suggests that the company is planning to make cutbacks, but it is unclear who will be affected."
test_256,"The conversation discusses the Chinese TV series ""Chinese-Style Divorce"" and the rising divorce rate among young people in China."
test_257,"The total amount of money to be spent is estimated to be at least 13,000 RMB, with a significant portion going towards transportation and accommodation."
