TestID,Summary
test_34,"Person1, who recently moved to the neighborhood, had a brief conversation with Mrs. Todd (Person2) in her garden. Person1 mentioned that he and his wife, Jane, had been considering visiting Mrs. Todd. He stopped by to greet her before going shopping with his wife. Mrs. Todd acknowledged the challenges of managing work and family life, especially with young children. She expressed her appreciation for Person1's visit and his offer to pick up items from the store, although she declined the offer. Both parties expressed a mutual interest in maintaining neighborly relations."
test_35,"Person1 noticed that Person2, identified as Bill, appeared tired and pale. Bill admitted to working late every night that week, leading Person1 to advise him to leave work on time and rest. Bill agreed to this suggestion. The conversation then shifted to Bill's brother, who was currently in the States on a business trip and was expected to stay there for several more weeks due to his busy schedule. Lastly, Person1 confirmed the time with Bill, as they had a meeting with a friend at five o'clock. Bill assured Person1 that the time was 4:30, as he had set his watch with the radio the previous day."
test_36,"Simon invited Cleo to join a demonstration against the spread of nuclear weapons, citing North Korea's nuclear arms as a concern. However, Cleo declined, expressing her dislike for demonstrations and fear of potential police action. She also mentioned the complexity of nuclear issues and her belief that demonstrations don't usually yield results. Simon tried to convince her by stating the importance of citizen participation and assuring her of the peaceful nature of the demonstration. Despite his efforts, Cleo remained firm in her decision, prioritizing her physics exam study over the demonstration. Simon suggested asking his political science classmates, who were all attending the demonstration, but Cleo dismissed the idea and ended the conversation to meet her sister."
test_37,"Person1 criticizes Person2 for allowing strangers into their home, suggesting that it's partly Person2's fault for not being more cautious. Person2 defends their actions, arguing that it's easy to be deceived when someone claims to be from a utility company and presents an identification card. The intent behind Person1's criticism is to encourage more caution, while Person2's defense stems from a belief in the trustworthiness of seemingly official individuals."
test_38,"Person1, Mark, requests to borrow Person2, Maggie's, history notes, promising to return them the next day. Maggie suggests that Mark copies the notes in the library instead, to which he agrees. Maggie is puzzled as to why Mark needs her notes since he hasn't missed any classes. Mark reveals that he works at a supermarket every evening from 7 to 10 o'clock, which leaves him tired during class. Consequently, his notes are not very good. Mark admits that he often feels sleepy thirty minutes into class. Maggie proposes that they become study partners, as she needs someone to study with and Mark needs someone to keep him awake. Mark agrees to this arrangement and they decide to start studying together in the library that day."
test_39,"Person2, a junior student, approaches Professor Turner to inquire about enrolling in his Advanced Geology course next semester. Despite the course being designed for graduate students, Person2 expresses a strong interest in the subject, particularly the geology of the American West, and feels unchallenged by their current coursework. Professor Turner, initially hesitant due to Person2's junior status, agrees to consult with Professor Burman about Person2's readiness for the course. If Professor Burman approves, Professor Turner will allow Person2 to enroll. Person2 expresses gratitude for Professor Turner's consideration."
test_40,"Person1, a recent customer, contacted Person2, a shopkeeper, to report that the pendant they purchased earlier was broken. Person1 requested a replacement, to which Person2 agreed, provided that Person1 could present the receipt. Person2 asked Person1 to return to the shop with the receipt by 10 o'clock for the replacement. Person1 expressed gratitude for the resolution."
test_41,"Person1 is seeking Person2's opinion on various clothing items, presumably gifts, to decide which to keep and which to exchange during the Boxing Day sales. However, Person2 is more interested in watching a game, specifically a recurring match involving the Salsbury Seals, and is annoyed by Person1's persistent questioning. This leads to a heated exchange where Person1 criticizes the Salsbury Seals' performance and Person2 suggests that Person1 leave to return the clothes and not return until the sales are over. The conversation ends with Person1 considering Person2's suggestion and leaving Person2 to watch the game."
test_42,"Person1 and Person2 are discussing potential career paths. Person2 expresses an interest in the media industry, including TV, newspapers, and the Internet. Person1 suggests becoming a TV news director, but Person2 rejects the idea, citing the stress involved. Person1 then proposes writing for a magazine, but Person2 declines again, expressing a stronger interest in working with computers. They finally find a suitable option in interactive media, which Person2 shows enthusiasm for."
test_43,"Person1 and Person2 are at an event where speeches are being given. Person2 expresses boredom, to which Person1 suggests finding a way to entertain themselves. Person1 explains the importance of their presence at the event due to their job at the Daily News, which involves listening to the speeches, taking notes, and interviewing speakers afterward. Person2 considers listening to music but is discouraged by Person1, who instead offers old newspapers from their bag for reading or playing games like crosswords. Despite Person2's dislike for crosswords and preference for comic sections, they are urged to remain quiet as Person1 needs to focus on an upcoming speech by the head of a charity organization."
test_44,"Person1 suggested to Sarah (Person2) the idea of moving to a cheaper house located far from the city center as a solution to her and her husband's financial constraints. Person1 cited the example of their sister-in-law who had a satisfactory experience buying a well-maintained, albeit old, house sold by the government due to the previous owner's death. Despite the area being slightly rough, the sense of community among the neighbors made it a safe place to live."
test_45,"In the latest episode of ""People You Meet"", the host introduces Mark Leach, an information officer at the Britain Business Center in London. Mark's role involves providing tourist information to the approximately 500,000 overseas visitors who visit the center annually. He leads a team of 10 officers who collectively speak 13 languages, ensuring they can cater to a diverse range of tourists. Their services range from suggesting day trips from London to planning comprehensive two-week tours of Britain. Mark advises tourists to visit Britain multiple times to fully experience the different parts of the country."
test_46,"Lucy and Lin Fang discuss their school subjects. Lucy reveals her fondness for English, which she finds easy, and Physical Education (PE), while expressing her struggle with Math. Lin Fang, on the other hand, finds English difficult and prefers Chinese and Science, with a slight inclination towards Chinese. They also mention their classmate, Nancy, who enjoys English despite finding it challenging, likes Math, and dislikes Science."
test_47,"James, an employee of Mrs. Thomas, completed his tasks of cleaning up the leaves in the yard, sweeping the front steps, and taking out the garbage. Mrs. Thomas, who has been struggling with household chores due to a broken leg, requested James to walk her dog, Oscar. She expressed gratitude for James' help on Saturdays, as her children, Leah and Robbie, can only assist her on Mondays, Tuesdays, and Thursdays respectively. James, who is saving up to buy a bike for his basketball practice, assured Mrs. Thomas that he would continue working for her even after purchasing the bike. However, he informed her that he would be visiting his grandfather the following weekend and his sister, Allison, would cover for him."
test_48,"Person1 and Person2 discuss the arrival of spring, noting that despite the warmer daytime temperatures, it remains cold at night. Person1 reveals that the heat in their apartment was turned off six days ago, forcing them to use the air conditioner to warm up the space. Person2 agrees, adding that even a slight breeze can make the outside feel cold. In response to the cold, Person1 plans to follow their cat's example and sit in the sunlight coming through the windows."
test_49,"During a film shooting, Person1, presumably the director, halted the scene due to dissatisfaction with Person2's (Mike) performance. Person1 wanted Mike to portray more anger in his character's reaction to a breakup, arguing that the character's sadness would be revealed later. Mike, however, disagreed, believing his character would display both anger and sadness immediately due to the long-term relationship. Despite Mike's doubts, Person1 suggested they try his approach first and reassess if it doesn't feel right."
test_50,"Person1 hailed a taxi and requested to be taken to Friendship Hotel. He urged Person2, the taxi driver, to speed up due to an important matter he needed to attend to. The driver complied and quickly reached the destination. The fare was 15 yuan, but Person1 paid 20 yuan and allowed the driver to keep the change, expressing his gratitude for the swift service."
test_51,"Person1 expressed financial distress, stating they were broke and needed to catch another bus. When asked by Person2, Person1 revealed they had spent their money on food. Person1 then asked Person2 for change for the bus, but Person2 didn't have any. Person1 expressed concern about getting home, to which Person2 suggested getting a transfer from the bus driver. Upon learning that a transfer was free, Person1 expressed gratitude towards Person2, who dismissed the thanks casually."
test_52,"Person1 inquires about the travel time to downtown, to which Person2 responds it's a 15-minute drive. Person1 also asks about the companies in their neighborhood, with Person2 listing Mitsubishi, HP, and IBM among others. Further, Person1 learns that their company occupies both the 6th and 7th floors of the building. Lastly, Person2 confirms the presence of a staff restaurant within their company premises."
test_53,"Person1 informs Person2 about recent developments involving their colleagues, Lulu and Vic. Lulu and Vic, who were secretly dating, have ended their relationship, leading Lulu to request a transfer. Person2 expresses surprise, as they were unaware of the relationship due to Lulu and Vic's discretion and professionalism at work."
test_54,"Dave Thomson called Sally, asking to speak with Jim. Sally informed him that Jim was out, having left about an hour ago to buy paint, and might have stopped at the pub. Dave requested Sally to inform Jim about his call and expressed his intention to try again later."
test_55,"Person1 asked Person2 for directions to City Hall. Person2 provided detailed instructions, which involved turning left onto Center Street, walking three blocks to Second Avenue, turning right, and then walking two more blocks to find City Hall on the left. Person1 initially struggled to understand the directions, prompting Person2 to repeat them. After the repetition, Person1 confirmed understanding the directions and expressed gratitude to Person2."
test_56,"Person1 sought assistance from Person2, suspecting they had lost their passport, which was last used in the shoe department of the store they were in. Person2, unable to locate the passport, advised Person1 to fill out a lost property report and contact their embassy to request a new passport. Person1, expressing frustration over their tendency to lose items while traveling, agreed to follow Person2's advice."
test_57,"Leah from the International Student Office informs Nathaniel that Ms. Collins, who was supposed to call him back, had to leave the office suddenly and won't be able to return until next week. Nathaniel, who had been expecting a call from Ms. Collins the previous day, expresses disappointment but understands the situation. Leah offers to book an appointment with Mr. Liu, but Nathaniel prefers to speak with Ms. Fonda. Despite her unavailability in the afternoon, Ms. Fonda has an opening at 11:30 AM, which Nathaniel accepts. The conversation concludes with Leah confirming Nathaniel's appointment with Ms. Fonda at 11:30 AM."
test_58,"Person1 and Person2 discuss their shock and confusion over a woman's decision to marry a man named Dick, despite his reputation for being unfaithful. Person1 expresses his inability to understand her choice, while Person2 reveals that the woman, Sarah, is aware of Dick's behavior but is unconcerned as long as he loves her. Both speakers display strong emotional reactions to the news, with Person1 feeling scared and Person2 almost fainting."
test_59,"At a lively party, Person1 and Person2 are enjoying the atmosphere, the beer, and the presence of attractive women. Person1 expresses interest in a particular woman, while Person2 is drawn to a blonde woman named Janice, who is new in town. Despite his attraction, Person2 is hesitant to approach Janice due to his nervousness and fear of embarrassment. Encouraged by Person1, who warns him of other interested men, Person2 decides to gather his courage, bolstered by a few more beers, and plans to approach Janice."
test_60,"Person1 inquires about Person2's recent semester classes, to which Person2 responds positively, particularly about their political science class. However, Person2 reveals that their favorite class was a business communication course taken the previous year. This information prompts Person1 to consider enrolling in the same course."
test_61,"Person1 and Person2 discuss the current pleasant weather, contrasting it with the previous day's stormy conditions, which Person1 was unaware of due to being asleep. Person2 predicts possible rain and strong wind later in the day, which Person1 agrees with, noticing dark clouds. They also discuss the reduced dust problem in Beijing due to years of tree planting. They compare the seasons in Beijing, noting the beauty of fall, the heat of summer, the brevity of spring, and the cold of winter. Person2 advises Person1 to dress warmly in the evenings to avoid catching a cold, which Person1 appreciates."
test_62,"Person1 invites Person2 to the movies, suggesting various genres such as horror, detective, comedy, and romance. However, Person2 rejects each suggestion due to reasons like fear, nervousness, lack of naturalness, and boredom. Surprisingly, Person2 proposes to watch a war movie, which leaves Person1 astonished, as he didn't expect a girl like Person2 to be interested in such a genre."
test_63,"Person1, expressing interest in Person2's school, requests a virtual tour. Person2 obliges, pointing out the tallest building, a library housing over a million books. Person2 also mentions a new classroom building for the senior high school, located south of the library. The school, divided into junior and senior high sections, also boasts a large swimming pool, albeit only accessible in the summer. Person1 expresses envy and a desire to attend the school, to which Person2 responds with encouragement, expressing belief in Person1's potential to realize this dream."
test_64,"Person1 excitedly informs Person2 that they are going to be parents, revealing that she is pregnant. Person2, initially surprised, expresses immense happiness upon hearing the news. Both parties share a mutual feeling of joy about the forthcoming baby."
test_65,"Person1 reveals that John has been frequently dating a certain woman, suggesting that he might be in love with her. Person2 expresses surprise at this information, but agrees that they make a good couple, indicating a belief that the man and woman are well-suited for each other."
test_66,"Person1 suggested that Person2 should consider upgrading their system. Person2 was unsure about what they needed, so Person1 recommended adding a painting program to their software for creating flyers and banners. Person1 also pointed out that Person2's hardware was outdated and suggested upgrading the processor, hard disc, memory, and modem. Person1 also recommended adding a CD-ROM drive as most new software programs are released on CDs. Person2 appreciated the advice."
test_67,"Person1, a driver, picks up Person2, a young businesswoman, who requests to be taken to the Holiday Inn at Crenshaw and Hawthorne. She reveals that she has just returned from a business trip in China, where she was visiting manufacturers of bathroom products. Despite her youthful appearance, she is 26 years old. Person1, who is 40 years old, shares that he was born and raised in the U.S. but has Colombian heritage. The conversation ends with Person2 expressing delight at Person1's ability to speak Spanish."
test_68,"Person1 expresses concern about their increasing weight, attributing it to overeating and a sedentary lifestyle due to their office job. Person2 suggests that Person1 should consider dieting and increasing their physical activity, such as attending an exercise class. Despite previous unsuccessful attempts at dieting, Person1 seems open to the idea of exercising more."
test_69,"In the evening, Person2, identified as James, visits a restaurant and requests a private dining room for eight. However, Person1, a restaurant staff member, informs him that the rooms are unavailable. Instead, they offer a table by the window in the dining hall. James declines, stating that they had previously made a reservation. Upon learning his name, Person1 arranges for a waitress to guide them to their reserved space."
test_70,"Person1 inquires about the size of a plant, which Person2 reveals to be 75,000 square meters, much larger than Person1 anticipated. The plant, established in the early 70s, is approaching its 30th anniversary, a fact that Person1 congratulates. Person2 discloses that the plant employs 500 people, operating in three shifts. When asked about the plant's production process, Person2 confirms that while some accessories are made by specialized associates, the plant handles the majority of the production. The conversation concludes with Person2 suggesting a tour of the assembly line, which Person1 agrees to."
test_71,"Person1 interviewed Rebecca about her career progression in journalism. After graduating from university, Rebecca started as an intern at a local paper in York, the York Herald, due to her keen interest in gaining journalistic experience. Her performance impressed the team, leading to a full-time position as a junior local news reporter, specifically handling the sports news section. After two years, Rebecca left the York Herald in 2006 due to her relocation to London with her husband. She then joined the London Weekly, a national newspaper, acknowledging it as a step down but with better future prospects."
test_72,"Person1 and Person2 are preparing for a group report due the next day, which involves creating posters. Person1 plans to buy necessary stationery items, including markers, color pencils, scissors, highlighters, rulers, thumbtacks, whiteout, and paper clips. Person2 suggests making a shopping list to streamline the process. They discuss the layout of the stationery store, with Person1 explaining that each shelf is clearly labeled. Person2 jokingly comments on the complexity of the task and suggests that Person1 might need glasses due to difficulty in locating certain items. The conversation reflects their collaborative effort and light-hearted camaraderie."
test_73,"Person1 noticed that Person2, Mary, was tired due to her daily visits to the personnel market for job hunting. Person1 suggested that Mary consider online job applications, which she had never tried before. Person1 explained the process of applying online, including posting her job hunting information on a recruitment website's Job Wanted channel. Mary expressed concerns about the visibility of her information to potential employers and the safety of online job hunting. Person1 reassured her that employers would see her information if they found her suitable and that using formal websites would ensure safety. Encouraged by this, Mary decided to try online job hunting."
test_74,"Person1 inquires about Person2's current activity, to which Person2 responds that they are working on a shopping budget to control their spending. Person2 reveals that they have a monthly spending limit of $300, with the remaining funds being allocated for bill payments. Person1 commends Person2's budgeting strategy, and Person2 expresses hope that this will result in significant savings."
test_75,"Person1 (Henry) and Person2 (Jane) discuss Jane's plan to visit Susan at the hospital. Henry informs Jane that she can take either bus number 7 or 13 to reach the hospital, with bus 13 being more frequent. However, he warns Jane that she would need to walk two miles to catch bus number 13 as it departs from the town center. Jane appreciates Henry's advice and decides to take bus number 13."
test_76,"Person1 approached Person2, expressing a desire to discuss the sales projections for the following year and to understand the complex spreadsheet Person2 had previously set up. However, due to conflicting schedules, they were unable to meet immediately. After some negotiation, they agreed to meet the following week, specifically on Tuesday at 2:30 PM, in Person2's office for a detailed walkthrough of the spreadsheet's macros."
test_77,"Person1 expresses their concern about visiting New York for the first time without a tour guide. Person2 suggests a personal tour guide service called 'A friend in New York'. They explain that the service tailors trips based on a questionnaire filled out by the client, which can be downloaded from their website. Person1 appreciates the suggestion, indicating their intent to use the service."
test_78,"Person1 inquires about Person2's knowledge of their company, which Person2 identifies as a large toy manufacturer led by Mr. Jackson, employing over 10,000 people globally, with a Shanghai branch established five years ago. Person2 expresses a desire to work in the sales department. Upon discussing salary, Person2 reveals they currently earn 3,000 yuan monthly, including allowances and bonuses. Person1 offers a starting salary of 2,500 yuan per month, with potential for a raise after three months. Additional benefits include semi-annual bonuses, a Spring Festival bonus, four weeks of paid vacation, and health insurance. Person2 appears satisfied with the proposed compensation package."
test_79,"Person1 arrived with the intention of signing an agreement, but Person2 informed them that the agreement was not yet fully prepared and would be ready by the next day. Person1 requested if the process could be expedited to have the agreement ready by the same day. Person2 provided a draft for Person1 to review and asked for any necessary modifications. Person1 confirmed that the draft contained most of their agreed terms, but disagreed with the terms concerning packing. Person2 offered to finalize the agreement that evening and prepare it for signatures, to which Person1 agreed."
test_80,"Person1, a customer of ABC Rent-a-car Company, contacted the company to report a car accident near the Niagara Falls border. Person1 was unharmed, but their friend sustained serious injuries. Person1 requested Person2, the company representative, to call an ambulance and the police. The accident occurred when Person1 hit a guardrail while making a left turn. Person2 agreed to assist immediately."
test_81,"Person1, who was lost, asked Person2 for directions to the school clinic. Person2 instructed Person1 to go straight until the traffic lights, then turn left and take the first right. Person2 estimated that it would take about five minutes to reach the destination. Person1 expressed gratitude for the assistance."
test_82,"Person2, disturbed by the noise from the baggage elevator, requested a room change from Person1. Person1 acknowledged the issue, attributing it to the room's location at the end of the corridor. However, due to a lack of available rooms, Person1 asked Person2 to wait until the next day when a tour company would be leaving, freeing up some rooms. Person2 agreed, expressing hope for a quiet suite and a good night's sleep. Person1 assured Person2 that their needs would be met and wished them a more comfortable stay in the new room."
test_83,"Person1 courteously guides Person2 to a waiting car, offering to handle their luggage. Person2, who has just arrived from a flight, expresses fatigue. Person1 assures them that they will soon arrive at the Beijing hotel, a place Person2 is familiar with from a previous visit. Person1 then extends an invitation from Mr. Wu for a banquet in Person2's honor at the International Hotel. Person1 also offers to arrange sightseeing for Person2, who appreciates the thoughtful arrangements."
test_84,"Person1, who is lost and has a poor sense of direction, seeks help from Person2 to locate their position on a map. They are found to be near the Olympic Park. Person1's destination is Liu Ichang, a place known for its Chinese antique stores and paintings, which Person1 shows interest in. Person2 informs Person1 that reaching Liu Ichang from their current location would require taking Bus No. 713 due to the considerable distance."
