id,reference,prediction,ROUGE,BERTScore,Difference
161,La cliente vient d'oublier un objet dans le bus 281. L'objet est retrouvé au terminus d'Europarc. La cliente va pouvoir récupérer son objet auprès du machiniste.,Un passager oublie une boîte dans un bus. Le service client coordonne avec le terminus pour retrouver l'objet et le rendre au propriétaire.,0.2069,0.7795,0.5726
34,"demande de mise en relation avec le CRI suite à la relance pour paiement d'un PV infligé à un possesseur de carte Imagin'R l'ayant oublié ce jour-là et ayant déjà envoyé un courrier avec tous les justificatifs, transfert au CRI","Une mère conteste une amende reçue par son fils qui avait oublié sa carte Imagine+R, malgré un courrier envoyé pour expliquer la situation.",0.1449,0.7161,0.5712
184,La cliente veut savoir comment recharger son pass Imaginaire. L'agent lui dit de se rendre à  un guichet pour vérifier que sa carte est rechargeable.,"Une étudiante a perdu son passe Navigo, l'a retrouvé, et cherche à comprendre comment le recharger pour une nouvelle année d'utilisation.",0.1633,0.7339,0.5707
177,"pour signaler que le bus 294 est passé devant l'arrêt sans s'arrêter, alors que l'appelante a fait signe et que le bus était bien en service car transportant des voyageurs, remontée de l'information au régulateur de la ligne","Une femme se plaint qu'un bus ne s'est pas arrêté à son arrêt, causant un retard à son rendez-vous.",0.1471,0.714,0.5669
183,"appel de station métro pour vérifier validité d'un passe navigo détériorié, vérification par le conseiller, le passe est valide donc le remplacer",Un voyageur à la station Saint-Paul a une carte Imagine+R défectueuse. L'agent de station prévoit de procéder à un échange de carte.,0.1111,0.6781,0.5669
167,"Demande d'attestation d'abonnement navigo intégrale. Se rendre en agence commerciale, communication du numéro de téléphone du service concerné.",Un client appelle pour obtenir une attestation d'abonnement pour son employeur. L'agent lui donne les informations nécessaires.,0.1818,0.7473,0.5654
91,Demande d'information sur le renouvellement d'une carte retraité RATP à cause de l'ancienneté de la carte. Explication du fonctionnement de ladite carte.,"Une femme âgée appelle pour comprendre le renouvellement de sa carte de transport RATP retraitée, reçue avec une lettre d'instructions.",0.2083,0.7725,0.5642
47,savoir si deux lignes de bus sont en fonction suite à grève,Une femme âgée se renseigne sur la disponibilité des bus pour se rendre chez son dentiste malgré une grève. Les lignes qu'elle utilise ne sont pas affectées.,0.1395,0.7037,0.5641
176,"La cliente demande s'il y a des trains sur le RER B en raison des grêves. L'agent répond qu'il y a huit trains sur la ligne. Ensuite, la cliente demande comment aller d'Arcueil Laplace à  Gare du Nord le lendemain matin. L'agent répond qu'il faut prendre le bus 57 direction Porte Bagnolet jusqu'à  Place d'Italie, puis la ligne 5 direction Bobigny jusqu'à  Gare du Nord. Enfin, la cliente se plein des grêves.",Un appelant se renseigne sur l'état du trafic de la ligne B du RER et les alternatives en cas de grève.,0.1333,0.6968,0.5634
140,"aucun abonnement de la carte ImaginR par voie postale , seulement au guichet dans toutes les gares et stations",Un client demande un dossier pour une carte Imagine+R. L'agent informe que les dossiers sont disponibles aux guichets et donne le numéro du service.,0.1333,0.6931,0.5598
141,"La cliente veut connaître le trafic sur le RER B et n'est pas satisfaite des annonces de la RATP. L'agent ne peut pas la renseigner, mais lui conseille de rappeler 15 minutes avant son départ pour connaître l'emplacement de son train en temps réel.",Une usagère du RER B se plaint de la fiabilité des informations de trafic et demande des précisions pour son trajet du soir.,0.1842,0.7389,0.5547
208,"La cliente veut joindre le centre de recouvrement. Elle ne comprend pas pourquoi elle a reçu une relance pour un PV que son fils a eu, alors qu'elle a déjà  prouvé au centre de paiement que son fils a la carte Imagin'R à  l'année.","Une mère conteste une amende reçue par son fils qui avait oublié sa carte Imagine+R, malgré un courrier envoyé pour expliquer la situation.",0.1867,0.7399,0.5532
68,appel erroné l'appelant ayant voulu joindre l'assurance maladie au 36 46 et ayant mal tapé le numéro,Un homme appelle le mauvais service client pour résoudre un problème de facturation médicale suite à un séjour aux Antilles.,0.093,0.6447,0.5517
54,"Demande d'information sur la tarification de la carte orange. Pas le bon service, appeler le 3246 pour être renseigné.","Un particulier appelle le service de commandes de la RATP pour des renseignements sur les tarifs, mais est redirigé vers le Service Clients à Distance.",0.1818,0.7307,0.5489
134,La cliente a oublié son écharpe dans le bus 140 à  Colombes le soir précédent. L'agent répond que le service n'est pas ouvert avant 11h.,Une femme appelle pour signaler qu'elle a oublié son écharpe dans un bus et on lui conseille de rappeler à onze heures.,0.2353,0.7821,0.5468
59,"véritable état du trafic RER B, la fréquence annoncée n'étant pas constatée, pas possible d'en dire plus que sur le site, indication cependant du prochain train en temps réel en direction de Massy, mais pas possible de donner une fréquence par la suite, rappeler juste avant le train désiré pour le temps réel",Une usagère du RER B se plaint de la fiabilité des informations de trafic et demande des précisions pour son trajet du soir.,0.1364,0.6802,0.5438
101,La cliente fait une réclamation pour choc psychologique suite à  une crise d'épilépsie du chauffeur de la ligne 86 le 9 novembre à  19h au pont de Sully. L'agent contacte le service concerné pour obtenir le responsable de la ligne et le passer à  la cliente.,Une femme appelle pour faire une réclamation suite à un choc psychologique causé par la crise d'épilepsie d'un chauffeur de bus.,0.2571,0.8009,0.5437
119,"lequel des bus 154 faut-il prendre pour descendre à une station donnée, en fait c'est un vieux plan et les antennes n'existent plus, il n'y a qu'un seul bus, indication du meilleur itinéraire possible qui utilise en fait un autre bus",Une femme demande des informations sur l'itinéraire de bus pour se rendre à la Clinique Cardiologique du Nord à partir de la gare de Saint-Denis.,0.1096,0.6532,0.5436
73,"demande d'infos sur numéro de PV, transfert au service central pour suite dialogue",Un client cherche le numéro d'infraction d'une amende non reçue pour non-présentation de titre de transport et est redirigé vers le service adéquat.,0.1778,0.7186,0.5408
192,"demande d'explications sur le système tarifaire des zones, quelles régions recouvrent-elles",Un appelant demande des informations sur les zones de tarification des cartes Orange Découverte de la RATP à Paris et en Île-de-France.,0.1538,0.6946,0.5408
172,"La client demande un itinéraire de Javel à  rue Vauthier, Boulogne sans prendre le métro. L'agent répond qu'il faut prendre le 72 à  l'arrêt Pont de Mirabeau direction Saint-Cloud, puis descendre à  Route de la Reine-Jean Jaures.",Un appelant demande des directions pour se rendre à la rue Vauthier à Boulogne depuis la station Javel sans utiliser le métro.,0.25,0.7887,0.5387
16,"Demande d'informations pour les modalités d'achat pour un voyage scolaire sur Paris avec un forfait Parsi visite. Pas de réservation possible, se rendre directement en agence pour acheter les tickets.",Un groupe scolaire prépare un voyage à Paris et se renseigne sur l'achat de tickets de transport et de cartes Paris Visite.,0.1754,0.7138,0.5383
155,"rappel pour une relance de paiement alors que l'amende est réglée, le CRI devait rappeler, transfert direct au CRI",Une cliente appelle pour comprendre pourquoi elle a reçu une amende majorée du Trésor Public alors qu'elle a déjà payé une amende en mai.,0.1569,0.6947,0.5378
200,"Demande de renseignements sur la perte d'une carte émeraude. Réception de la plainte, attendre la prise en charge de la perte par les services.",Un ancien combattant a perdu sa carte Émeraude de la RATP et attend une réponse à sa réclamation.,0.1778,0.7155,0.5377
168,Demande de renseignements au sujet d'une relance de paiement d'amende déjà réglée. Transfert vers le service concerné.,Une cliente appelle pour comprendre pourquoi elle a reçu une amende majorée du Trésor Public alors qu'elle a déjà payé une amende en mai.,0.1569,0.6917,0.5348
181,"La cliente a payé un ticket Orlyval et voudrait être remboursée car elle estime que le service n'a pas été rendu dans le contexte des grèves. Comme le billet a été validé, l'agent lui dit de contacter le service Clientèle d'Orlyval et lui donne les coordonnées.",Une cliente demande le remboursement d'un billet Orlyval suite à une grève. L'agent lui explique que ce n'est pas possible mais lui donne les coordonnées du service clientèle.,0.2791,0.8138,0.5348
96,"commande groupée pour une école, vérification du montant minimal requis pour la prise en charge VGC et tentative de transfert mais service indisponible","Un collège de Seine-Maritime cherche à commander 200 tickets de métro pour des voyages scolaires à Paris, mais rencontre des difficultés administratives.",0.1224,0.6563,0.5338
182,"peut-on faire sauter un PV infligé pour défaut de titre de transport ayant oublié son pass navigo, oui aller rue Béliard ou par courrier envoyer PV et photocopie du pass. Echange assez tendu",Un homme appelle la RATP pour contester une amende reçue par sa collègue qui avait perdu sa carte Navigo. Il reçoit des instructions pour contester par courrier.,0.1515,0.6838,0.5322
52,Demande de renseignement sur le fonctionnement des lignes 189 et 126. Trafic normal sur ces deux lignes.,Une femme âgée se renseigne sur la disponibilité des bus pour se rendre chez son dentiste malgré une grève. Les lignes qu'elle utilise ne sont pas affectées.,0.1667,0.6963,0.5297
165,horaires RER E de Meaux à la Gare de l'Est,Un homme appelle pour connaître les horaires de train de la ligne RER E entre Meaux et Paris pour le jour même.,0.2353,0.7633,0.528
78,"demande de remboursement de tickets achetés suite à l'oubli de la carte Navigo Intégrale, malheureusement le remboursement dans ce cas n'est pas prévu",Une cliente ayant oublié sa carte Intégrale à la maison demande si elle peut se faire rembourser les tickets qu'elle a dû acheter.,0.1961,0.7235,0.5275
18,"Demande d'informations sur la perte d'un sac à dos dans le métro sur la ligne A. Non retrouvé, communication du numéro de la SNCF","Un homme appelle pour signaler qu'il a oublié son sac à dos dans un RER en direction de Cergy ou Poissy, contenant des vêtements et des papiers personnels.",0.1786,0.7059,0.5273
53,Appel pour signaler que le bus 294 est passé devant l'arrêt sans s'arrêter. Notification de l'information au régulateur de la ligne.,"Une femme se plaint qu'un bus ne s'est pas arrêté à son arrêt, causant un retard à son rendez-vous.",0.2041,0.7311,0.527
193,"Demande d'informations pour commander des tickets pour une sortie scolaire. Tentative de mise en relation avec le service des grands comptes, mais service indisponible. Proposition de rappeler plus tard.","Un collège de Seine-Maritime cherche à commander 200 tickets de métro pour des voyages scolaires à Paris, mais rencontre des difficultés administratives.",0.1852,0.7117,0.5265
189,"itinéraire de Clamart à l'aéroport d'Orly, confrontation des propositions du conseiller avec les indications d'un plan de Clamart, une solution bus Ratp suivi de Car Air-France est retenue pour une arrivée à l'heure désirée. Remarque : le conseiller est en fait M10",Une femme demande des informations pour se rendre à l'aéroport d'Orly depuis Clamart. Plusieurs options de transport en commun sont discutées.,0.2192,0.7454,0.5262
103,"demande de précisions sur la tarification du métro, mais l'appelant, un particulier, est passé directement par le numéro VGC, refus du conseiller de le prendre en charge comme grand compte, indication du numéro 3246 pour qu'il rappelle","Un particulier appelle le service de commandes de la RATP pour des renseignements sur les tarifs, mais est redirigé vers le Service Clients à Distance.",0.1791,0.7036,0.5245
187,"carte oubliée à la caisse, contact avec bureaux en interne, carte retrouvée ,se présenter munis de pièce d'identité pour la retirer",Un homme appelle le service client de la RATP pour retrouver sa carte Imagine R qu'il pense avoir oubliée à la station Richelieu-Drouot.,0.16,0.6828,0.5228
38,"résilier ou suspendre un navigo annuel suite à accident limitant déplacements, aller en agence, indication numéro du service gestion et justificatifs à fournir","Une cliente avec une jambe cassée demande si elle peut se faire rembourser son passe Navigo annuel, car elle ne peut pas utiliser les transports en commun.",0.1154,0.6377,0.5223
201,Demande des pièces à fournir pour l'obtention d'une carte orange.,"Un stagiaire à Paris se renseigne sur les documents nécessaires pour obtenir une carte Orange, incluant un justificatif de domicile et une pièce d'identité.",0.2105,0.7318,0.5212
122,"aucune information, grève ,  impossible de donner un renseignement avec certitude","Un appelant du Novotel Paris demande la fréquence des RER B, mais l'interlocuteur ne peut pas fournir l'information en raison d'une grève.",0.1579,0.6778,0.5199
97,"l'interconnexion RER B est-elle rétablie, oui, mais selon l'appelante ce n'était pas le cas, complainte amiable sur la situation difficile générée par la grève","Une femme se renseigne sur l'état du réseau de transport, exprime sa frustration face aux problèmes récurrents et l'agent confirme la résolution des problèmes.",0.1562,0.6758,0.5195
191,"sac à dos perdu dans RER A, pas trouvé, communication numéro Sncf banlieue le train ayant continué hors du périmètre Ratp","Un homme appelle pour signaler qu'il a oublié son sac à dos dans un RER en direction de Cergy ou Poissy, contenant des vêtements et des papiers personnels.",0.1538,0.6724,0.5186
175,Demande de renseignements sur la signification des zones de transport.,Un appelant demande des informations sur les zones de tarification des cartes Orange Découverte de la RATP à Paris et en Île-de-France.,0.2353,0.7536,0.5183
123,"Demande d'itinéraire Estienne d'orves Orly pour une heure donnée. Etude de différents itinéraires via bus, metro, car AirFrance.",Une femme demande des informations pour se rendre à l'aéroport d'Orly depuis Clamart. Plusieurs options de transport en commun sont discutées.,0.1667,0.6845,0.5178
163,Demande de correspondance en bus entre le RER et la rue Vauthier à Boulogne.,Un appelant demande des directions pour se rendre à la rue Vauthier à Boulogne depuis la station Javel sans utiliser le métro.,0.2941,0.8106,0.5165
199,"objet trouvé documents médicaux avec nom, pas retrouvé. agent erroné...",Une femme a perdu un porte-document dans un bus et appelle le service des objets trouvés sans succès.,0.125,0.6412,0.5162
142,"demande d'indications pour régulariser une situation où l'abonnement Imagin'R a été prélevé alors que la carte n'était pas encore utilisable, et ce pendant plus de 3 semaines, donc indication des coordonnées d'Imagin'R pour leur écrire une réclamation, après nombreuses explications du conseiller","Un client appelle pour se plaindre d'un problème avec le forfait Imagine+R de sa fille, qui a été débité alors qu'elle n'avait pas accès au service.",0.2093,0.7243,0.515
57,"Demande de renseignements sur le remboursement d'une amende pour absence de titre de transport (oublié). Remboursement exceptionnel, communication des coordonnées du service concerné et des pièces à fournir.",Un utilisateur appelle pour demander le remboursement d'une amende reçue alors qu'il avait oublié sa carte Imagine R. L'agent lui donne les instructions pour faire une réclamation.,0.2258,0.7385,0.5127
67,Demande de remboursement de tickets achetés suite à l'oubli d'une carte intégrale. Aucun remboursement prévu dans cette situation.,Une cliente ayant oublié sa carte Intégrale à la maison demande si elle peut se faire rembourser les tickets qu'elle a dû acheter.,0.2174,0.7299,0.5125
75,itinéraire vers une adresse de Paris centre en partant d'un arrêt du bus 102,Un retraité de la RATP demande des indications pour se rendre à la rue Taclet dans le 20ème arrondissement de Paris en bus.,0.2,0.7118,0.5118
14,"Demande d'information sur une trousse perdue dans le bus d'Orly à Denfert. Non retrouvé, communication du numéro de téléphone du centre des objets trouvés.",Une femme appelle pour savoir si une trousse contenant des bijoux et des produits de beauté qu'elle a perdue dans un bus a été retrouvée.,0.2143,0.724,0.5097
185,"Demande de renseignement sur le temps d'attente pour le bus 325 à Bibliothèque F.Mitterand. Trafic très perturbé, patienter encore au minimum 15 minutes.","Une femme à la Bibliothèque François Mitterrand attend le bus 325, qui est très perturbé. On lui indique qu'il arrivera dans environ un quart d'heure.",0.2182,0.7276,0.5094
2,"pour recevoir par courrier un dossier d'abonnement ImaginR, normalement pas d'envoi, aller en guichet, mais communication numéro ImaginR",Un client demande un dossier pour une carte Imagine+R. L'agent informe que les dossiers sont disponibles aux guichets et donne le numéro du service.,0.2083,0.7165,0.5081
138,"pour vérifier qu'une carte d'agent retraité est encore valable, suite à réception de la nouvelle carte de transport accompagnée de l'instruction de demander son renouvellement par écrit en cas de changement","Une femme âgée appelle pour comprendre le renouvellement de sa carte de transport RATP retraitée, reçue avec une lettre d'instructions.",0.2333,0.7403,0.5069
109,"temps de trajet sur ligne 65 à une heure donnée sachant qu'il y a des travaux, contact centre bus, non aucun problème au départ mais déviations donc prévoir un peu plus de temps. Proposition d'alternative en métro, mais trop de changements, puis examen du trajet à pied pour finir","Un homme se renseigne sur le trajet en bus de la mairie d'Aubervilliers à Saint-Claude, malgré les travaux en cours. Il envisage finalement de prendre le métro.",0.1667,0.6703,0.5036
83,Demande de renseignements sur l'existence d'un tarif spécial pour les demandeurs d'emploi. Pas de réduction chômeur. Se rendre en agence pour créer le passe immédiatement.,Un demandeur d'emploi en formation cherche un tarif de transport adapté à Paris pour huit mois. Il est conseillé d'obtenir un passe Navigo Orange.,0.2414,0.7441,0.5027
135,Demande d'itinéraire gare de Drancy gare du Nord. Précision des explications suite à un précédent appel.,Un interlocuteur renseigne une personne sur l'itinéraire pour se rendre à la gare de Drancy en RER B depuis Bourg-la-Reine.,0.2326,0.7341,0.5015
9,La cliente veut se rendre au 30 rue de Reuilly et veut savoir quel métro prendre. L'agent lui dit de prendre les métros 1 ou 8. Puis la cliente veut savoir quelle sortie prendre. L'agent lui dit qu'elle peut prendre n'importe quelle sortie.,Une femme demande l'itinéraire pour se rendre à la rue de Reuilly depuis la Porte de Vincennes en métro.,0.2286,0.7298,0.5012
65,"est-il possible d'avoir des réductions sur les titres de transport en tant que femme d'agent Ratp, oui l'agent doit faire la demande, réduction de moitié mais uniquement sur tickets et carnets",Une femme se renseigne sur les réductions de transport disponibles pour la famille des employés de la RATP.,0.2105,0.7098,0.4993
206,itinéraire en bus à Fontenay-sous-Bois,Un appelant demande des informations sur les bus pour se rendre de la rue Victor Musso au boulevard de Verdun à Fontenay-sous-Bois.,0.2667,0.7659,0.4992
13,"titre de transport adapté pour un demandeur d'emploi devant se déplacer sur Paris pendant 8 mois, faire un navigo Orange en agence, par contre pas de réduction particulière pour les chômeurs, indication pièces justificatives, adresse la plus proche, possible le faire en ligne mais beaucoup plus long",Un demandeur d'emploi en formation cherche un tarif de transport adapté à Paris pour huit mois. Il est conseillé d'obtenir un passe Navigo Orange.,0.2308,0.7268,0.496
1,"Demande d'annulation d'une amende reçu pour défaut de titre de transport après oublie de carte navigo. Possibilité, se rendre rue Béliard ou correspondre par courrier une photocopie du PV et du pass.",Un homme appelle la RATP pour contester une amende reçue par sa collègue qui avait perdu sa carte Navigo. Il reçoit des instructions pour contester par courrier.,0.2059,0.7014,0.4955
118,"comment obtenir une nouvelle attestation de paiement navigo, aller en agence",Une employée de la mission locale aide une jeune travailleuse à obtenir un duplicata de son reçu de passe Navigo perdu.,0.1818,0.6768,0.4949
137,"itinéraire Gare du Nord vers Drancy, prendre le RER B car sur cette direction pas de souci, et remarque sur la manière dont l'appelante précédente a compris la réponse du conseiller",Un interlocuteur renseigne une personne sur l'itinéraire pour se rendre à la gare de Drancy en RER B depuis Bourg-la-Reine.,0.2333,0.7267,0.4934
55,Demande de régularisation suite à un débit d'abonnement alors que la carte n'était pas utilisable. Communication de l'adresse du service concerné pour envoyer une réclamation.,"Un client appelle pour se plaindre d'un problème avec le forfait Imagine+R de sa fille, qui a été débité alors qu'elle n'avait pas accès au service.",0.2222,0.7152,0.493
156,"Carte ImaginR oubliée à un guichet. Contact avec le guichet concerné. Carte retrouvée, à récupérer.",Un homme appelle le service client de la RATP pour retrouver sa carte Imagine R qu'il pense avoir oubliée à la station Richelieu-Drouot.,0.1905,0.6793,0.4888
42,"protocole pour organiser les réservations de transport de nombreux groupes de classes sur toute l'année en achats groupés, explications et transfert au service VGC pour le prendre en charge dorénavant",Un représentant d'une association départementale cherche à organiser le transport de plus de 100 classes via les transports en commun.,0.2105,0.699,0.4885
108,"boîte oubliée dans bus 281 à l'instant, contact régulateur, appel aux machinistes, la boîte est bien encore dans le bus et l'appelante pourra le récupérer au terminus en prenant le bus 281 qui suit",Un passager oublie une boîte dans un bus. Le service client coordonne avec le terminus pour retrouver l'objet et le rendre au propriétaire.,0.2388,0.7269,0.4881
102,"possibilité suspendre ou rembourser abonnement navigo suite à arrêt de travail, indication conditions, le faire suspendre en agence et indication justificatifs et adresse où les envoyer",Un client en arrêt de travail souhaite suspendre son abonnement Navigo. L'agent lui explique la procédure pour demander un remboursement partiel.,0.2,0.687,0.487
145,demande correspondance bus pour joindre sortie RER et une rue à Boulogne,Un appelant demande des directions pour se rendre à la rue Vauthier à Boulogne depuis la station Javel sans utiliser le métro.,0.25,0.7364,0.4864
24,"demande de précisions sur les possibles compensations suite à la grève du RER B, pas de position officielle, rappeler dans quelques semaines",Un voyageur s'informe sur une éventuelle compensation suite aux grèves. On lui conseille d'attendre une annonce officielle.,0.2326,0.7186,0.486
8,Demande de renseignement sur l'éligibilité aux tarifs préférentiels pour la famille d'un travailleur RATP.,Une femme se renseigne sur les réductions de transport disponibles pour la famille des employés de la RATP.,0.3158,0.8017,0.4859
27,"retraité Ratp souhaitant faire bénéficier sa concubine d'une réduction sur les titres de transport, contact service concerné pour savoir si c'est possible, oui, indication pièces à fournir qu'en fait l'appelant connaissait déjà ayant le formulaire",Un retraité de la RATP cherche à obtenir une réduction tarifaire pour sa compagne avec qui il vit depuis 20 ans sans être marié.,0.1791,0.6634,0.4843
133,"reconduction de la grève RER B, on ne sait pas, 3 trains sur 4 ne paraît pas non plus le cas, y aura-t-il compensation, probablement, suivi de considérations historiques sur la dégradation du service de cette ligne","Un usager mécontent discute avec un employé des transports sur la grève du RER B, les problèmes récurrents et la possibilité d'un remboursement.",0.1972,0.6813,0.4841
94,"demande de remboursement d'une amende pour non possession du titre de transport dans le métro car l'appelant l'avait oublié, indication que c'est à titre exceptionnel et au cas par cas, ainsi que l'adresse et les documents à y envoyer",Un utilisateur appelle pour demander le remboursement d'une amende reçue alors qu'il avait oublié sa carte Imagine R. L'agent lui donne les instructions pour faire une réclamation.,0.24,0.7203,0.4803
0,Demande d’horaires de train de la gare de Maux à la gare de l'Est à une heure donnée.,Un homme appelle pour connaître les horaires de train de la ligne RER E entre Meaux et Paris pour le jour même.,0.2791,0.7569,0.4778
7,"pour obtenir une attestation d'abonnement Intégrale en vue d'être remboursé par l'employeur, soit directement en agence commerciale, ou appeler le numéro d'Intégrale",Un client appelle pour obtenir une attestation d'abonnement pour son employeur. L'agent lui donne les informations nécessaires.,0.2857,0.7618,0.4761
150,"pour obtenir par fax une attestation de renouvellement de la carte Intégrale, pas possible, aller en agence ou appeler le gestionnaire, indication du numéro","Un client demande le renouvellement de son contrat de carte Navigo Intégrale par fax, mais est redirigé vers le gestionnaire de la carte.",0.28,0.7554,0.4754
63,Ancien retraité de la RATP souhaitant faire bénéficier sa compagne des tarifs réduits. Démarche possible avec une déclaration sur l'honneur. Indication des pièces à fournir.,Un retraité de la RATP cherche à obtenir une réduction tarifaire pour sa compagne avec qui il vit depuis 20 ans sans être marié.,0.2545,0.7297,0.4752
209,"navigo perdu puis retrouvé, devait expirer, peut-on le recharger, un courrier aurait dû être envoyé, simplement demander à un guichet, s'il n'avait pas été déclaré perdu","Une étudiante a perdu son passe Navigo, l'a retrouvé, et cherche à comprendre comment le recharger pour une nouvelle année d'utilisation.",0.1923,0.6672,0.4749
129,Demande d'information sur la reconduction de la grève sur le RER B. Aucune information disponible.,"Un usager mécontent discute avec un employé des transports sur la grève du RER B, les problèmes récurrents et la possibilité d'un remboursement.",0.2667,0.7403,0.4736
82,"trousse perdue il y a un mois dans l'Orlybus, non retrouvée, communication numéro Objets trouvés rue des Morillons car appelante habite à Nice",Une femme appelle pour savoir si une trousse contenant des bijoux et des produits de beauté qu'elle a perdue dans un bus a été retrouvée.,0.1887,0.6612,0.4725
74,"papiers importants et nécessaires ( ordonnance médicale ) perdus,,questions et réponse rapide , objet non retrouvé, conseil donné",Une femme âgée a perdu ses radios médicales et ses ordonnances dans le métro et appelle le service des objets trouvés pour les récupérer.,0.2041,0.6763,0.4723
188,"ligne Rer B est-elle fermée, non, peu de trains, comment faire Arcueil-Gare du Nord, itinéraire par bus, précisions sur grève",Un appelant se renseigne sur l'état du trafic de la ligne B du RER et les alternatives en cas de grève.,0.2041,0.6757,0.4716
153,"signalement de problèmes récurrents de régularité sur le bus 267, proposition de mise en relation avec le service clientèle de la ligne, injoignable, essai d'autres numéros plus haut placés, injoignables, proposition d'écrire à l'adresse du centre bus ainsi que de passer par le site web pour laisser un e-mail",Un client signale des problèmes d'horaires sur la ligne de bus 267 et cherche à contacter le service client pour une solution.,0.2469,0.7178,0.4709
126,Demande de renseignement sur la perte d'une écharpe dans le bus 140. Attendre l'ouverture du service et rappeler plus tard.,Une femme appelle pour signaler qu'elle a oublié son écharpe dans un bus et on lui conseille de rappeler à onze heures.,0.2727,0.7429,0.4701
77,Demande de renseignements sur le rétablissement de l'interconnexion RER B. Interconnexion rétabli. Plainte de l'appelante.,"Une femme se renseigne sur l'état du réseau de transport, exprime sa frustration face aux problèmes récurrents et l'agent confirme la résolution des problèmes.",0.24,0.7096,0.4696
157,Demande d'attestation de paiement pour un passe navigo. Se rendre en agence et le demander directement.,Une employée de la mission locale aide une jeune travailleuse à obtenir un duplicata de son reçu de passe Navigo perdu.,0.2051,0.6747,0.4695
72,"modalités d'achat, et non tarifs, pour voyage scolaire de 4 jours en forfait Paris visite, pas possible de réserver, il faut les acheter sur place",Un groupe scolaire prépare un voyage à Paris et se renseigne sur l'achat de tickets de transport et de cartes Paris Visite.,0.1961,0.6648,0.4687
19,Demande de renseignement sur la perte d'un gant en cuire dans le bus 289. Non retrouvé.,"Un homme appelle pour retrouver un gant perdu dans un bus, mais il n'est pas retrouvé. Il plaisante sur un cadeau de Noël à venir.",0.2326,0.7007,0.4682
69,"radiographies et ordonnances perdues dans métro, appelante malentendante, nombreux quiproquos, radios pas retrouvées",Une femme âgée a perdu ses radios médicales et ses ordonnances dans le métro et appelle le service des objets trouvés pour les récupérer.,0.2222,0.6898,0.4675
84,"Demande d'information sur l'existence de plusieurs lignes de bus 154 (A, B, C). Une seule ligne existante à ce jour. Réalisation d'un meilleur  itinéraire.",Une femme demande des informations sur l'itinéraire de bus pour se rendre à la Clinique Cardiologique du Nord à partir de la gare de Saint-Denis.,0.2222,0.6893,0.467
186,"Demande de renseignements sur la perte de documents médicaux dans le bus 27 en direction de Saint Lazare. Non retrouvé, communication de l'adresse du centre des objets trouvés.",Une femme a perdu un porte-document dans un bus et appelle le service des objets trouvés sans succès.,0.2692,0.7345,0.4653
