TestID,Summary
FR_20091112_RATP_SCD_0758,"Dans cette conversation, le client (Spk_C) contacte le service client pour organiser un séminaire à Paris et souhaite fournir des cartes de transport hebdomadaires à une cinquantaine de participants venant de bureaux étrangers. Le client cherche à savoir si la RATP propose un service grand compte pour faciliter cette commande. L'agent (Spk_B) confirme l'existence d'un tel service, précisant qu'il y a un minimum de commande de cent cinquante euros. Le client demande ensuite un numéro de téléphone direct pour le service grand compte, mais l'agent indique qu'il n'existe pas de ligne directe et propose de transférer l'appel. L'agent transfère ensuite l'appel à un collègue (Spk_D) du service grand compte pour finaliser la commande. Le problème principal de l'appel, à savoir l'organisation de cartes de transport pour un séminaire, est en cours de résolution, car le client est mis en relation avec le service approprié pour passer la commande."
FR_20091112_RATP_SCD_0679,"Dans cette conversation, le client, une femme âgée, appelle pour signaler la perte de ses radios médicales et de ses ordonnances, qu'elle a oubliées dans le métro. Elle explique qu'elle a besoin de ces documents pour un suivi médical urgent, notamment pour passer un doppler en raison d'un début de phlébite. L'agent, après avoir pris les détails nécessaires, vérifie si les objets ont été retrouvés. Malheureusement, il informe la cliente que les radios et les ordonnances n'ont pas été récupérées par la RATP et lui conseille de contacter son médecin pour obtenir de nouvelles ordonnances. La cliente exprime sa gratitude malgré la situation non résolue et envisage de contacter son chirurgien pour obtenir de l'aide. L'appel se termine sans résolution immédiate du problème principal, mais avec des conseils sur les prochaines étapes à suivre."
FR_20091112_RATP_SCD_0897,"Dans cette conversation, le client appelle pour demander un remboursement pour un billet de transport qu'il a acheté à Orly pour se rendre à Châtelet, mais en raison des grèves, il a été déposé à Denfert-Rochereau. Le client exprime son mécontentement d'avoir payé pour un service qui n'a pas été rendu comme prévu. L'agent explique que, malheureusement, une fois le billet validé, il n'y a pas de procédure de remboursement, car c'est une taxe spéciale pour l'aéroport gérée par le service clientèle d'Orly. L'agent fournit néanmoins les coordonnées du Service Clientèle d'Orlyval pour que le client puisse faire une réclamation. Le client accepte de tenter cette démarche malgré les faibles chances de succès. L'appel se termine sans résolution immédiate, mais avec des instructions pour une réclamation potentielle."
FR_20091112_RATP_SCD_0795,"**Synopsis de la conversation :**

Le client, un demandeur d'emploi en formation pour huit mois, a contacté le service client pour s'informer sur les options de transport à tarif réduit à Paris. Il souhaite savoir s'il existe un tarif adapté à sa situation pour ses déplacements quotidiens. L'agent lui a expliqué qu'il peut obtenir un passe Navigo Orange, mais qu'il n'existe pas de réduction spécifique pour les chômeurs, seulement pour les personnes bénéficiant du RMI. Le client a confirmé qu'il n'est pas éligible à cette réduction.

L'agent a conseillé au client de se rendre dans une agence commerciale à Paris, en lui indiquant l'agence la plus proche de son domicile, à la Gare Montparnasse, pour obtenir le passe immédiatement. Le client a également envisagé de souscrire en ligne, mais l'agent l'a informé que cela prendrait environ trois semaines. Le client a décidé de se rendre en agence pour obtenir le passe immédiatement. La conversation s'est conclue sur une note positive, le client remerciant l'agent pour son aide.

**Résolution de l'appel :** Le problème du client a été résolu lors de cet appel, car il a reçu les informations nécessaires pour obtenir un passe Navigo Orange adapté à ses besoins de déplacement."
FR_20091112_RATP_SCD_0731,"Dans cette conversation, la cliente appelle pour signaler la perte d'une petite trousse bleue contenant des objets personnels de valeur, notamment des bijoux, du maquillage et des médicaments, qu'elle pense avoir oubliée dans un bus reliant Orly à Denfert-Rochereau le 10 octobre au matin. Elle a déjà contacté plusieurs entités, dont Corsair et l'aéroport d'Orly, sans succès, et se tourne maintenant vers le service des bus comme dernier recours. L'agent vérifie les objets trouvés mais informe la cliente qu'aucune trousse correspondant à sa description n'a été retrouvée. L'agent suggère à la cliente de contacter le service des objets trouvés à Paris, rue des Morillons, et lui fournit le numéro de téléphone. La cliente, résidant à Nice, accepte de prendre le numéro pour poursuivre ses recherches. Le problème principal de la cliente, à savoir la perte de sa trousse, n'est pas résolu lors de cet appel."
FR_20091112_RATP_SCD_0830,"Dans cette conversation, le client (Spk_B) contacte le service client pour signaler la perte d'un sac dans le métro, sur la ligne 7. Le sac est décrit comme un sac Eastpak bleu anthracite contenant un instrument de musique, un hautbois, ainsi que d'autres objets comme une trousse et des partitions. L'agent (Spk_A) demande des détails supplémentaires pour identifier le sac, notamment s'il contient des papiers personnels, ce qui n'est pas le cas selon le client. Cependant, l'agent mentionne que le sac contient des factures et une photocopie de diplôme, ce qui aide à confirmer l'identification du sac.

L'agent informe le client que le sac a été retrouvé à la station Mairie d'Ivry et coordonne avec un autre agent (Spk_C) pour s'assurer que le client peut venir le récupérer. Le client est invité à se rendre à la station avec une pièce d'identité pour récupérer le sac avant 18h30. La conversation se termine avec le client exprimant sa gratitude pour l'aide reçue et l'agent fournissant les dernières instructions pour la récupération du sac.

Le problème principal de la conversation, à savoir la perte du sac, est résolu avec succès lors de cet appel, car le sac a été localisé et des instructions claires ont été données pour sa récupération."
FR_20091112_RATP_SCD_0851,"Dans cette conversation, le client, représentant un groupe scolaire de 25 personnes, cherche à obtenir des informations sur l'achat de la carte Paris Visite pour un voyage à Paris du 9 au 12 décembre. Le client souhaite savoir comment obtenir ces cartes ainsi que des tickets pour le trajet Gare de Lyon à Bastille. L'agent informe le client que les cartes et les tickets doivent être achetés directement à Paris, à un point de vente RATP, car il n'est pas possible de les obtenir à l'avance. Le client est satisfait de la réponse et remercie l'agent pour l'information. Le problème principal de l'appel, à savoir l'achat des cartes et tickets de transport, est résolu avec succès lors de cet appel."
FR_20091112_RATP_SCD_0782,"Dans cette conversation, le client cherche des informations sur un itinéraire de transport en commun pour se rendre de Massy à Colombes, en évitant le RER B en raison des grèves. L'agent confirme les adresses de départ et d'arrivée et propose un itinéraire alternatif en utilisant le bus et le métro. Le client doit prendre le bus 197 jusqu'à Porte d'Orléans, puis le métro ligne 4 jusqu'à Porte de Clignancourt, et enfin le bus 166 en direction d'Audra jusqu'à la station Église de Colombes. L'agent précise que le trajet prendra environ deux heures et quinze minutes. Le client répète l'itinéraire pour confirmation et remercie l'agent pour son aide. Le problème principal de l'appel, à savoir la recherche d'un itinéraire alternatif en raison des grèves, est résolu lors de cet appel."
FR_20091112_RATP_SCD_0755,"Dans cette conversation, le client appelle pour signaler qu'il a oublié son sac à dos dans un RER sur la ligne A, en direction de Cergy ou Poissy, après être parti de Marne-la-Vallée. Le sac est décrit comme étant gris et noir avec trois poches, contenant des affaires personnelles telles qu'une paire de chaussures Nike, un jean, un pull et des papiers personnels. L'agent vérifie si le sac a été retrouvé mais informe le client qu'il n'a rien dans leur système. En conséquence, l'agent fournit au client le numéro de contact de la SNCF banlieue, qui gère la partie de la ligne au-delà de Nanterre-Préfecture, pour qu'il puisse poursuivre ses recherches. Le problème principal de l'appel, à savoir la perte du sac à dos, n'est pas résolu lors de cet appel, mais le client reçoit des instructions pour continuer ses démarches."
FR_20091112_RATP_SCD_0813,"Dans cette conversation, le client (Spk_B) contacte le centre d'appel pour signaler la perte d'un gant en cuir marron clair, qu'il pense avoir égaré le mardi 10 novembre dans le bus numéro 289 à 15h23. L'agent (Spk_A) vérifie les objets trouvés pour cette date et ce bus spécifique. Après vérification, l'agent informe le client qu'aucun gant correspondant à cette description n'a été trouvé. Le client accepte la situation avec humour, mentionnant qu'il saura quoi demander pour Noël. L'appel se termine sans résolution, car l'objet perdu n'a pas été retrouvé."
FR_20091112_RATP_SCD_0783,"**Synopsis de la conversation :**

Le client (Spk_B) a contacté le service client de la RATP par erreur, pensant qu'il s'agissait du service de la sécurité sociale. Il a expliqué qu'il avait été en vacances aux Antilles et avait reçu une facture à payer après une visite au CHU de Pointe-à-Pitre, car les informations de sa carte vitale n'avaient pas été récupérées correctement. L'agent (Spk_A) a rapidement identifié que le client avait composé le mauvais numéro et lui a fourni le bon numéro pour contacter la sécurité sociale, le 36 46. Le problème principal était donc une erreur de contact de service, et le sous-problème concernait la facture reçue par le client. L'appel n'a pas résolu le problème initial du client, mais l'agent a orienté le client vers le bon service pour obtenir de l'aide."
FR_20091112_RATP_SCD_0810,"Dans cette conversation, le client appelle pour s'informer des incidents survenus sur les lignes de métro 13 et 6 le matin même. L'agent confirme qu'il y a eu une panne de matériel sur la ligne 13 à partir de 6h33, avec une rame stationnée à Gabriel Péri à 7h27, et un voyageur malade sur la ligne 6 à 9h07 à Edgar Quinet. Le client exprime des difficultés à obtenir ces informations sur le site de la RATP, car elles ne sont pas disponibles après la résolution des incidents. L'agent explique que les informations en temps réel sont retirées une fois le trafic rétabli et qu'il n'existe pas d'historique accessible au public. Le client mentionne des absences fréquentes, ce qui motive sa demande d'informations. L'appel se termine avec la confirmation des incidents par l'agent, mais sans solution pour accéder à un historique des perturbations."
FR_20091112_RATP_SCD_0327,"**Synopsis de la conversation :**

Le client (Spk_B) a contacté le service client pour s'informer sur la mise en service du tramway T2 entre Porte de Versailles et Val d'Issy. Le client souhaite savoir si le prolongement de cette ligne est actuellement opérationnel pour les voyageurs. L'agent (Spk_A) confirme que le tramway T2 est en phase de test et ne sera accessible aux voyageurs qu'après le 20 du mois. Durant la période du 9 au 20, le tramway circule à blanc, c'est-à-dire sans passagers. Le client remercie l'agent pour l'information. Le problème principal de l'appel, à savoir la disponibilité du tramway T2 pour les voyageurs, a été résolu lors de cet appel."
FR_20091112_RATP_SCD_0759,"Dans cette conversation, le client cherche à obtenir des informations sur les horaires des trains entre Sartrouville et Bécon-les-Bruyères sans passer par Saint-Lazare, pour un trajet prévu le lendemain matin. Le client souhaite arriver à destination entre 9h30 et 9h45. L'agent fournit les horaires des trains disponibles, précisant que le dernier train du matin part à 9h25 et arrive à 9h38. Le client décide de prendre un train plus tôt pour être sûr d'arriver à l'heure. En outre, le client s'interroge sur la possibilité de rejoindre une autre ligne en descendant à Houilles-Carrières. L'agent conseille de contacter la SNCF pour cette information et fournit le numéro de téléphone approprié. Le problème principal de l'horaire des trains est résolu, mais la question secondaire concernant la correspondance à Houilles-Carrières nécessite un suivi avec la SNCF."
FR_20091112_RATP_SCD_0738,"Dans cette conversation, le client cherche des informations sur les transports en commun à Fontenay-sous-Bois, spécifiquement pour se rendre de la rue Victor Musso au boulevard de Verdun et vice versa. L'agent, après avoir clarifié les détails de l'itinéraire demandé, propose une solution en indiquant les lignes de bus à prendre. Le client doit prendre le bus 127 en direction de Croix de Chavaux jusqu'à l'arrêt Les Parapluies, puis le bus 124 en direction de Place du Général de Gaulle, et descendre à l'arrêt rue de Joinville, qui est à cinq minutes de la rue Victor Musso. Le client confirme les informations et remercie l'agent pour son aide. Le problème principal de l'appel, à savoir l'obtention d'un itinéraire en bus, est résolu lors de cet appel."
FR_20091112_RATP_SCD_0798,"Dans cette conversation, le client, une femme, appelle pour signaler qu'elle a oublié un sac en toile dans le bus numéro 123 après être descendue à l'arrêt Église d'Auteuil. Le sac contient un journal et est décrit comme un sac de marché en toile, semblable à un sac à patates. L'agent, après avoir confirmé les détails avec le client, contacte le service approprié pour vérifier si le sac a été retrouvé. Cependant, aucune information sur le sac n'est disponible à ce moment-là. L'agent conseille au client de rappeler plus tard ou le lendemain à partir de dix heures pour obtenir des informations plus précises. Le problème principal est la perte du sac dans le bus, et bien que l'agent ait tenté de résoudre le problème en contactant le service concerné, le sac n'a pas été retrouvé durant cet appel. Le client est invité à rappeler pour un suivi."
FR_20091112_RATP_SCD_0796,"Dans cette conversation, le client, un retraité de la RATP, cherche à obtenir des informations sur la possibilité de bénéficier d'un tarif réduit pour son amie avec qui il vit depuis vingt ans, bien qu'ils ne soient ni mariés ni pacsés. Le client a reçu des formulaires à remplir mais n'est pas sûr de leur éligibilité en raison de leur statut marital. L'agent, après avoir consulté un collègue, informe le client qu'une déclaration sur l'honneur, accompagnée de la photocopie de la carte d'identité et d'une photo de la personne, suffira pour bénéficier du tarif réduit. 

Un sous-problème est soulevé concernant la pension de réversion, que l'amie du client ne touche pas. L'agent n'est pas en mesure de fournir des informations détaillées à ce sujet et recommande de contacter la caisse de retraite pour plus de précisions. L'agent fournit un numéro de téléphone pour la caisse de retraite du personnel de la RATP afin que le client puisse obtenir les informations nécessaires.

La résolution de l'appel est partielle : le client a obtenu les informations nécessaires pour la demande de tarif réduit, mais doit encore contacter la caisse de retraite pour des questions concernant la pension de réversion."
FR_20091112_RATP_SCD_0131,"Dans cette conversation, le client, un ancien combattant, contacte le service client pour signaler la perte de sa carte Émeraude, qui lui permet de voyager gratuitement. Il explique que sa carte a été avalée par une machine à la station de métro La Défense et qu'il a déjà écrit au service des réclamations de la RATP sans recevoir de réponse. L'agent informe le client que le délai de traitement des courriers est généralement de trois semaines à un mois, et que sa demande est probablement en cours de traitement. L'agent suggère au client d'attendre encore une semaine et de rappeler si aucune réponse n'est reçue. Il explique également que les coupons Émeraude retrouvés sont normalement renvoyés à la mairie qui les a délivrés. Le client est conseillé de vérifier auprès de sa mairie si le coupon a été retourné. La résolution de l'appel n'est pas immédiate, car le client doit attendre une réponse du service des réclamations ou vérifier auprès de sa mairie."
FR_20091112_RATP_SCD_0815,"Dans cette conversation, le client, représentant d'une grande association départementale en Seine-Saint-Denis, cherche à organiser le transport de plusieurs classes scolaires à travers les transports en commun pour des projets tout au long de l'année scolaire. Le client souhaite obtenir des informations sur l'achat de billets à tarif réduit pour ces déplacements. Il a initialement pensé qu'il suffisait de remplir un formulaire de sortie et d'acheter des billets demi-tarif, mais il a été informé que la procédure était différente.

L'agent explique que le client doit remplir un formulaire spécifique disponible sur le site de la RATP, le faire tamponner par le responsable de l'établissement, puis le soumettre à un agent de station pour obtenir des tickets à tarif réduit. Cependant, le client exprime le besoin d'acheter une grande quantité de tickets pour différentes dates, ce qui complique la procédure standard.

L'agent décide de transférer l'appel à un service spécialisé dans la vente en gros de billets, car le volume de tickets requis dépasse les achats habituels. Le client est transféré à un autre agent qui pourra mieux répondre à ses besoins spécifiques. La résolution de l'appel n'est pas atteinte dans cet échange initial, mais le client est dirigé vers le service approprié pour obtenir l'assistance nécessaire."
FR_20091112_RATP_SCD_0788,"Dans cette conversation, le client appelle pour savoir s'il est possible de suspendre ou de se faire rembourser son abonnement Navigo, car il est en arrêt de travail depuis le 2 décembre et ne l'utilisera pas pour le reste du mois. L'agent explique que pour obtenir un remboursement partiel, le client doit annuler son abonnement dans les dix premiers jours du mois et fournir des justificatifs tels qu'un certificat médical. Bien que le client ait dépassé ce délai, l'agent l'encourage à soumettre quand même sa demande avec une lettre explicative. L'agent fournit également l'adresse à laquelle envoyer les documents nécessaires. La résolution de l'appel n'est pas immédiate, car le client doit encore soumettre sa demande et attendre la réponse du service clientèle."
FR_20091112_RATP_SCD_0805,"**Synopsis de la conversation :**

Le client (Spk_C) a contacté le service client pour signaler un problème de facturation concernant son abonnement à la carte Imagine+R. Il a été prélevé de 52 euros alors qu'il s'attendait à un montant de 44,70 euros. L'agent (Spk_B) a répondu en fournissant au client le numéro de téléphone du service Imagine+R, qui est le service approprié pour traiter ce type de problème. Le problème principal de la conversation est donc une erreur de facturation. Aucun sous-problème n'a été soulevé au cours de l'appel. La résolution de l'appel n'a pas été atteinte, car le client a été redirigé vers un autre service pour résoudre son problème."
FR_20091112_RATP_SCD_0735,"**Synopsis de la conversation :**

**Point de vue du client :** Le client a contacté le centre d'appel pour obtenir des informations sur le coût des appels téléphoniques vers le service, car cette information n'était pas disponible dans la messagerie d'attente. Le client a exprimé son inquiétude quant à la légalité de l'absence de cette information.

**Point de vue de l'agent :** L'agent a reconnu ne pas connaître le coût des appels et a promis de signaler l'absence de cette information dans la messagerie d'attente. L'agent a assuré au client qu'il n'y avait aucun problème à faire remonter cette question.

**Problème principal :** Le client cherche à connaître le coût des appels vers le service, une information manquante dans la messagerie d'attente.

**Sous-problème :** Le client soulève une question de légalité concernant l'absence d'information sur le coût des appels.

**Résolution de l'appel :** Le problème du client n'a pas été résolu lors de cet appel, car l'agent n'a pas pu fournir l'information demandée, mais a promis de signaler le problème."
FR_20091112_RATP_SCD_0902,"Dans cette conversation, le client, Madame, contacte le service client pour résoudre un problème de PV (procès-verbal) reçu par son fils pour ne pas avoir présenté sa carte Imagine R lors d'un contrôle à la gare du Val d'Europe. Elle explique qu'elle a déjà envoyé les documents prouvant que son fils possède une carte Imagine R, qui est payée annuellement, et ne comprend pas pourquoi elle a reçu une relance de paiement de 40 euros, avec la menace d'une augmentation à 180 euros si le paiement n'est pas effectué sous quinze jours. L'agent, après avoir clarifié la situation, transfère l'appel au service de recouvrement pour une résolution plus appropriée. Le problème principal est donc la contestation du PV et la relance de paiement, et l'appel n'est pas résolu dans cette conversation initiale, nécessitant une intervention du service de recouvrement."
FR_20091112_RATP_SCD_0317,"**Résumé de la conversation :**

Le client a contacté le centre d'appel pour signaler la perte d'un téléphone portable Alcatel blanc, qu'il pense avoir laissé dans un autobus de la ligne 20 la veille au soir. L'agent a pris note des détails fournis par le client et a vérifié si l'objet avait été retrouvé. Malheureusement, l'agent a informé le client qu'aucun téléphone portable correspondant à cette description n'avait été récupéré. La conversation s'est conclue sans résolution, car le téléphone n'a pas été retrouvé."
FR_20091112_RATP_SCD_0710,"Dans cette conversation, le client cherche à obtenir des informations sur les itinéraires de transport en commun pour se rendre de la rue Michel-Ange à Aulnay-sous-Bois à l'avenue Aristide Briand au Blanc-Mesnil, avec un départ à 7 heures du matin. Le client souhaite connaître les options de transport par bus et RER, ainsi que les horaires et les arrêts nécessaires pour effectuer ce trajet. L'agent fournit un itinéraire détaillé impliquant plusieurs bus, notamment les bus CIF, et précise les arrêts et le nombre de stations à parcourir. Le client s'inquiète également du retour vers 16 heures et demande si les mêmes options de transport sont disponibles à cette heure-là. L'agent vérifie et confirme les horaires de retour, proposant un itinéraire alternatif via la gare d'Aulnay-sous-Bois. Le client est satisfait des informations fournies, qui incluent des détails sur les arrêts et les temps de trajet approximatifs. L'appel se termine avec le client remerciant l'agent pour son aide. Le problème principal de l'appel, à savoir l'obtention d'informations sur les itinéraires de transport, a été résolu au cours de cet appel."
FR_20091112_RATP_SCD_0862,"**Synopsis de la conversation :**

Le client (Spk_B) a contacté le service client pour s'informer sur la situation des bus à Vitry-sur-Seine, en particulier pour savoir si la grève était reconduite pour le lendemain. L'agent (Spk_A) a d'abord vérifié l'information concernant le RER B, mais le client a précisé que sa demande concernait les bus. Après vérification, l'agent a informé le client que le trafic des bus serait normal le lendemain. Le problème principal de l'appel était donc la confirmation du statut du trafic des bus en raison d'une grève potentielle. L'appel a été résolu lors de ce premier contact, car l'agent a pu fournir l'information demandée par le client."
FR_20091112_RATP_SCD_0747,"Dans cette conversation, le client, qui possède un passe Navigo annuel, contacte le service client pour se renseigner sur la possibilité de suspendre ou de se faire rembourser son abonnement, car il ne peut pas utiliser les transports en commun en raison d'une jambe cassée depuis septembre. L'agent informe le client que la suspension de l'abonnement se fait généralement en agence commerciale, mais qu'il est possible d'envoyer une personne avec une procuration si le client ne peut pas se déplacer. L'agent fournit également le numéro de téléphone et l'adresse de la gestion de la carte Intégrale pour demander un remboursement, en précisant que des justificatifs médicaux seront nécessaires. L'agent rassure le client en lui disant qu'il est probable que sa demande soit acceptée, mais qu'il doit contacter le service concerné pour confirmation. Le problème principal est la demande de suspension ou de remboursement de l'abonnement Navigo, et le sous-problème est l'incapacité du client à se déplacer. La résolution de l'appel n'est pas immédiate, car le client doit encore contacter le service de gestion de la carte Intégrale pour finaliser sa demande."
FR_20091112_RATP_SCD_0087,"**Synopsis de la conversation :**

Le client (Spk_B) a contacté le service client pour obtenir des informations sur les options de transport en commun disponibles depuis la station Javel du RER pour se rendre à la rue Vauthier à Boulogne-Billancourt sans utiliser le métro. L'agent (Spk_A) a répondu en fournissant des instructions précises, indiquant que le client peut prendre le bus numéro 72 à l'arrêt Pont de Mirabeau en direction de Parc de Saint-Cloud et descendre à l'arrêt Route de la Reine-Jean Jaurès. Le client a confirmé la compréhension des instructions et a remercié l'agent pour l'information. L'appel a été résolu lors de ce premier contact, car le client a obtenu les renseignements nécessaires pour son trajet."
FR_20091112_RATP_SCD_0775,"Dans cette conversation, l'agent de la RATP (Spk_B) cherche à entrer en contact avec le musée des transports pour préparer un projet lié au réseau. Le client a déjà essayé de les joindre par téléphone sans succès, car il n'y a pas de réponse ni de boîte vocale. L'agent du centre d'appel (Spk_A) fournit le numéro de téléphone du musée, une adresse internet (amtui.org), et une adresse postale (rue Gabriel de Mortillet à Chelles), mais le client indique que le musée est actuellement fermé, ce qui complique la communication. L'agent n'a pas d'autres informations ou contacts à offrir. La résolution de l'appel n'est pas atteinte, car le client n'a pas pu obtenir de nouvelles informations pour contacter le musée."
FR_20091112_RATP_SCD_0370,"Dans cette conversation, le client (Spk_B) cherche à obtenir des informations concernant le numéro d'infraction associé à une amende pour absence de titre de transport, car il n'a pas encore reçu le courrier officiel. Le client souhaite utiliser ce numéro pour rédiger un courrier. L'agent initial (Spk_A) ne peut pas fournir directement cette information et transfère l'appel au service approprié (Spk_C) pour obtenir de l'aide. Le second agent (Spk_C) prend en charge la demande et s'engage à vérifier la situation avec le client. Le problème principal est donc l'obtention du numéro d'infraction avant la réception du courrier officiel. La résolution de l'appel n'est pas atteinte dans cette conversation, car le client est transféré à un autre service pour une assistance plus approfondie."
